	isTF_expressed	isTF_expressionRegulons	isTF_TFBSRegulons	isTF_finalRegulons	DividingGMCs-2	EarlyGCs-3	EarlyGMCs-1	Intercells-7	LateGCs-4	SCs-6	SMCs-5	Stage0to2-0
BdiBd21-3.2G0568300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0569200	1	1	0	0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0572800	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2
BdiBd21-3.2G0574200	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0574800	1	1	0	0	4.7	2.9	0.3	0.0	0.0	0.0	0.0	1.6
BdiBd21-3.2G0579700	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0580800	1	1	1	0	0.4	0.4	0.3	0.0	0.0	0.3	0.4	5.1
BdiBd21-3.2G0581100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0
BdiBd21-3.2G0583600	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4
BdiBd21-3.2G0583800	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0583900	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0585500	1	1	1	1	23.1	44.8	34.7	14.7	51.8	46.7	14.7	36.4
BdiBd21-3.2G0586900	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0587500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
BdiBd21-3.2G0589400	1	1	0	0	0.0	0.0	0.0	0.2	1.2	0.2	0.4	0.8
BdiBd21-3.2G0589500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0589900	1	1	0	0	11.0	6.9	6.2	2.7	3.6	3.2	4.5	12.1
BdiBd21-3.2G0591200	1	1	1	1	23.1	11.4	2.3	0.2	3.6	5.5	0.4	13.7
BdiBd21-3.2G0592700	1	1	1	1	2.4	2.0	3.1	0.2	1.2	3.0	0.3	10.9
BdiBd21-3.2G0593500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0594200	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0597400	1	1	0	0	2.7	1.6	0.6	0.1	1.2	0.0	0.1	0.2
BdiBd21-3.2G0599600	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0602900	1	1	1	1	14.1	27.1	30.8	4.6	15.0	30.1	7.8	22.8
BdiBd21-3.2G0605100	1	1	0	0	0.4	1.0	0.8	0.0	1.2	0.3	0.0	0.6
BdiBd21-3.2G0608500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0610700	1	1	1	1	69.0	79.2	56.2	7.3	54.7	22.3	13.1	44.4
BdiBd21-3.2G0611800	1	1	0	0	0.0	0.0	0.0	0.2	0.0	0.2	0.0	0.0
BdiBd21-3.2G0611900	1	1	1	1	5.1	2.0	4.5	0.4	0.8	0.9	1.3	18.2
BdiBd21-3.2G0612900	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
BdiBd21-3.2G0615100	1	1	0	0	2.0	0.4	4.2	0.0	0.4	5.9	0.1	1.6
BdiBd21-3.2G0615400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0617600	1	1	1	0	0.4	0.2	0.3	0.0	0.0	0.2	0.1	2.4
BdiBd21-3.2G0620700	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0621300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0
BdiBd21-3.2G0621500	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0622700	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0625500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0626500	1	1	1	0	1.6	0.8	0.3	0.1	3.2	0.2	0.3	2.8
BdiBd21-3.2G0626800	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0629700	1	1	1	0	0.4	0.0	0.0	0.3	1.2	0.0	0.6	1.8
BdiBd21-3.2G0634400	1	1	0	0	0.4	0.2	0.0	0.0	0.0	0.8	0.0	0.0
BdiBd21-3.2G0636200	1	1	0	0	0.8	2.0	3.1	0.4	0.8	1.6	1.0	4.6
BdiBd21-3.2G0637700	1	1	1	1	17.6	7.3	6.2	0.9	2.4	4.6	1.2	9.7
BdiBd21-3.2G0638300	1	1	1	1	7.8	5.3	2.3	1.2	5.7	4.6	1.6	13.9
BdiBd21-3.2G0639900	1	1	1	0	2.4	1.6	2.3	0.0	2.0	0.9	0.1	2.2
BdiBd21-3.2G0640400	1	1	0	0	1.6	1.8	2.5	1.1	9.7	1.3	1.0	5.5
BdiBd21-3.2G0641000	1	1	1	0	0.4	0.6	0.6	0.0	0.4	0.8	0.3	1.2
BdiBd21-3.2G0642600	0	0	0	0								
BdiBd21-3.2G0642900	1	1	1	0	0.8	0.4	0.0	0.1	0.0	0.3	0.1	4.2
BdiBd21-3.2G0644600	1	1	1	1	1.2	3.9	0.8	0.2	31.6	0.5	0.6	5.9
BdiBd21-3.2G0647100	1	1	1	0	2.0	0.2	0.6	0.0	0.0	0.0	0.0	1.2
BdiBd21-3.2G0648800	1	1	1	0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	4.6
BdiBd21-3.2G0656700	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0665100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0668000	1	1	0	0	1.6	0.2	0.8	0.3	0.8	0.6	0.4	2.8
BdiBd21-3.2G0669700	1	1	1	1	62.0	42.8	18.4	23.6	20.2	22.5	21.1	43.2
BdiBd21-3.2G0669900	1	1	1	0	2.7	3.1	1.4	0.0	0.4	2.2	0.2	4.4
BdiBd21-3.2G0672900	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0676200	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0676800	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4
BdiBd21-3.2G0678500	1	1	0	0	0.8	2.2	0.3	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0679300	1	1	1	0	3.1	1.0	2.0	0.0	1.2	0.6	0.4	3.8
BdiBd21-3.2G0679400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0681500	1	1	1	1	19.6	24.2	33.3	24.1	12.6	43.5	33.9	54.7
BdiBd21-3.2G0683100	1	1	1	0	0.0	0.4	0.0	0.3	0.0	0.6	0.1	0.6
BdiBd21-3.2G0684500	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0684600	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0684800	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0684900	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
BdiBd21-3.2G0685000	1	1	0	0	0.8	2.4	0.0	0.0	0.0	0.0	0.1	0.8
BdiBd21-3.2G0687300	1	1	0	0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0688100	1	1	1	1	18.0	15.3	25.7	7.2	7.7	15.8	13.8	32.3
BdiBd21-3.2G0691100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0693100	1	1	0	0	9.4	7.7	6.2	0.3	4.5	1.3	0.6	10.1
BdiBd21-3.2G0693400	1	1	1	1	5.5	1.6	3.4	0.2	0.4	0.3	1.2	11.1
BdiBd21-3.2G0696700	1	1	1	1	5.1	24.8	3.1	0.3	1.6	2.1	0.5	3.2
BdiBd21-3.2G0697000	1	1	0	0	0.4	7.7	1.4	0.1	8.5	5.1	0.2	1.2
BdiBd21-3.2G0698100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.2
BdiBd21-3.2G0698800	1	1	1	0	0.8	0.4	0.6	0.1	0.0	0.2	0.0	2.2
BdiBd21-3.2G0699200	1	1	0	0	3.1	1.0	6.2	0.4	0.0	0.8	2.4	10.5
BdiBd21-3.2G0699800	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0700700	1	1	1	0	3.5	1.0	1.7	0.1	0.4	0.2	0.1	1.4
BdiBd21-3.2G0702700	1	1	0	0	1.2	3.7	0.6	0.2	4.5	0.5	0.4	1.0
BdiBd21-3.2G0704100	1	1	1	1	5.5	7.1	7.9	0.8	2.0	2.7	1.2	10.3
BdiBd21-3.2G0706400	1	1	0	0	0.0	0.2	0.0	0.0	0.0	0.2	0.0	0.0
BdiBd21-3.2G0707000	1	1	1	0	0.0	0.2	0.3	0.2	0.4	0.2	0.0	2.4
BdiBd21-3.2G0707800	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0710500	1	1	0	0	0.0	0.0	0.0	0.5	0.0	0.3	0.2	0.4
BdiBd21-3.2G0710600	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0710800	1	1	0	0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.4
BdiBd21-3.2G0713500	1	1	0	0	0.0	0.2	2.3	0.1	0.0	1.4	0.2	0.6
BdiBd21-3.2G0713700	1	1	1	0	0.0	0.2	1.1	0.0	0.0	0.2	0.3	2.0
BdiBd21-3.2G0715600	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0716100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
BdiBd21-3.2G0717300	1	1	1	0	1.2	2.2	0.6	1.1	1.6	4.0	1.3	7.5
BdiBd21-3.2G0718000	1	1	1	1	14.5	19.3	19.2	16.1	23.9	33.4	14.7	40.2
BdiBd21-3.2G0719700	1	1	1	0	1.6	1.0	0.6	0.2	0.4	1.1	0.3	3.0
BdiBd21-3.2G0722200	1	1	1	0	2.7	3.9	2.8	0.3	1.2	2.8	0.4	7.1
BdiBd21-3.2G0727300	1	1	0	0	6.3	3.9	11.3	2.8	2.0	14.1	3.5	12.3
BdiBd21-3.2G0728300	1	1	1	0	1.2	0.0	0.6	0.0	1.2	0.0	0.0	0.0
BdiBd21-3.2G0729700	1	1	1	1	56.9	44.6	42.7	14.6	36.0	59.7	23.9	67.3
BdiBd21-3.2G0730700	1	1	1	1	41.2	40.9	42.7	1.8	28.3	17.2	5.6	40.6
BdiBd21-3.2G0731800	1	1	0	0	0.0	9.6	0.3	0.0	2.0	0.8	0.0	0.0
BdiBd21-3.2G0732400	1	1	1	1	2.7	0.6	0.0	0.1	1.2	0.3	0.0	10.3
BdiBd21-3.2G0733000	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	2.0
BdiBd21-3.2G0739100	1	1	0	0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
BdiBd21-3.2G0740000	1	1	1	1	7.5	4.9	7.9	2.2	18.2	19.9	6.4	30.1
BdiBd21-3.2G0741500	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0743000	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0743100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0744300	1	1	1	0	1.2	0.6	0.3	0.2	0.0	0.0	0.5	1.0
BdiBd21-3.2G0745900	1	1	1	0	2.4	0.0	1.4	0.2	0.0	0.2	0.5	5.1
BdiBd21-3.2G0746000	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
BdiBd21-3.2G0747500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0750700	1	1	1	0	1.6	0.8	0.6	0.3	1.6	0.0	0.0	1.6
BdiBd21-3.2G0751700	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0752400	1	1	1	0	2.7	1.0	0.0	0.0	4.0	0.2	0.0	0.0
BdiBd21-3.2G0757300	1	1	1	0	2.0	3.9	3.1	1.8	3.2	5.9	1.6	8.1
BdiBd21-3.2G0757500	1	1	1	0	1.6	2.4	2.3	0.1	0.0	0.5	0.2	4.4
BdiBd21-3.2G0757800	1	1	1	0	0.0	0.8	0.6	1.5	0.4	0.9	5.4	9.3
BdiBd21-3.2G0759300	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
BdiBd21-3.2G0761400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0761800	1	1	1	1	18.0	19.3	18.1	2.5	11.3	5.5	6.6	26.9
BdiBd21-3.2G0762000	1	1	1	1	16.9	42.6	11.6	0.0	15.4	4.0	0.6	3.2
BdiBd21-3.2G0767400	1	1	0	0	5.5	1.4	0.8	0.5	0.8	0.3	1.1	3.6
BdiBd21-3.2G0768400	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0768500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0768600	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0772400	1	1	1	0	0.4	0.0	0.6	0.0	0.0	0.0	0.1	1.2
BdiBd21-3.2G0772500	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0777200	1	1	1	0	0.4	0.0	0.3	0.0	0.0	0.0	0.3	0.0
BdiBd21-3.2G0777900	1	1	0	0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0779700	1	1	0	0	2.7	6.9	0.8	0.4	8.5	1.9	0.4	3.0
BdiBd21-3.2G0782400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0783300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0784100	1	1	0	0	0.0	0.0	0.0	0.1	0.0	0.5	0.0	0.0
BdiBd21-3.2G0791600	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0793700	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0797800	1	1	1	0	1.6	0.2	0.0	0.0	0.0	0.6	0.0	0.4
BdiBd21-3.2G0799100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0801900	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0803300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.2G0805500	1	1	1	1	6.3	0.8	4.8	0.0	0.0	0.2	0.2	18.0
BdiBd21-3.3G0002600	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0005600	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0007700	1	1	1	0	2.4	1.2	1.7	0.0	0.0	1.4	0.1	8.5
BdiBd21-3.3G0008100	0	0	0	0								
BdiBd21-3.3G0015800	1	1	1	1	11.8	5.7	5.9	1.4	2.0	2.4	2.2	11.7
BdiBd21-3.3G0016300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0018200	1	1	1	0	1.6	0.8	1.1	0.1	0.8	0.6	0.6	5.9
BdiBd21-3.3G0022300	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.8
BdiBd21-3.3G0022400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0033400	1	1	1	0	2.0	2.6	2.3	0.4	2.4	0.8	0.6	1.8
BdiBd21-3.3G0034400	1	1	1	0	0.0	0.2	0.0	0.2	0.0	0.2	0.2	0.2
BdiBd21-3.3G0036700	1	1	0	0	0.0	0.0	0.0	0.1	0.0	0.2	0.0	0.6
BdiBd21-3.3G0039000	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0042300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0043600	1	1	0	0	0.0	0.0	0.0	0.1	0.0	0.2	0.0	0.8
BdiBd21-3.3G0044100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0047000	1	1	0	0	4.7	4.5	3.7	1.0	0.8	2.1	1.9	12.1
BdiBd21-3.3G0047600	1	1	1	0	3.1	1.0	1.7	0.0	0.0	0.0	0.4	6.1
BdiBd21-3.3G0047700	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0050400	1	1	0	0	1.2	0.0	0.0	0.0	0.0	0.3	0.0	0.8
BdiBd21-3.3G0056400	1	1	0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0
BdiBd21-3.3G0056500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0056900	1	1	0	0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0057300	1	1	0	0	1.6	0.0	2.3	0.1	0.0	0.0	0.2	10.1
BdiBd21-3.3G0060500	1	1	1	1	15.3	3.7	5.9	2.5	0.0	1.7	3.9	20.2
BdiBd21-3.3G0063000	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0063300	1	1	1	0	1.2	0.0	0.8	1.2	1.2	3.2	1.2	4.4
BdiBd21-3.3G0068100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0068200	1	1	0	0	6.3	3.5	1.1	0.3	0.0	1.4	0.7	5.9
BdiBd21-3.3G0071200	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0071300	1	1	1	0	1.2	0.4	1.4	0.1	0.0	0.2	0.3	5.5
BdiBd21-3.3G0071500	1	1	1	0	1.6	0.4	0.3	0.0	0.0	0.0	0.1	1.2
BdiBd21-3.3G0072200	1	1	1	0	0.4	1.0	2.0	0.4	2.8	0.8	0.4	1.4
BdiBd21-3.3G0074300	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8
BdiBd21-3.3G0075200	1	1	0	0	1.2	20.8	3.4	0.8	12.6	9.8	0.4	2.0
BdiBd21-3.3G0078900	1	1	1	1	56.9	44.8	48.0	21.5	25.1	45.7	35.4	66.9
BdiBd21-3.3G0079900	1	1	0	0	0.0	0.4	0.0	0.3	0.8	0.0	0.1	1.4
BdiBd21-3.3G0080000	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0080300	1	1	1	1	31.8	23.2	12.4	1.9	15.4	7.3	3.4	25.3
BdiBd21-3.3G0080500	1	1	1	1	10.6	6.1	5.4	0.9	8.5	3.6	1.0	12.3
BdiBd21-3.3G0084400	1	1	1	1	23.5	3.1	6.8	1.0	3.2	3.2	4.9	29.7
BdiBd21-3.3G0086100	1	1	1	0	5.1	3.1	2.0	0.1	8.1	1.4	0.1	1.6
BdiBd21-3.3G0087500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0091800	1	1	1	1	6.3	2.4	4.2	0.2	1.2	1.1	0.9	13.1
BdiBd21-3.3G0091900	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0092000	0	0	0	0								
BdiBd21-3.3G0092800	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0094400	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0099100	1	1	0	0	0.0	0.4	0.0	0.0	0.0	0.6	0.0	0.2
BdiBd21-3.3G0100500	1	1	1	0	1.2	0.4	3.1	0.6	0.4	2.2	0.8	7.1
BdiBd21-3.3G0110900	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0111500	1	1	1	0	0.0	0.8	0.6	0.0	0.8	0.0	0.0	0.2
BdiBd21-3.3G0115300	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
BdiBd21-3.3G0117900	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0118100	1	1	0	0	0.0	0.0	0.3	0.1	0.0	0.2	0.0	0.6
BdiBd21-3.3G0118700	1	1	1	1	6.7	7.9	5.1	6.6	3.6	8.1	10.7	31.3
BdiBd21-3.3G0120200	1	1	1	0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	1.4
BdiBd21-3.3G0123000	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0123100	1	1	0	0	0.0	0.2	0.0	0.0	23.5	0.0	0.0	0.0
BdiBd21-3.3G0125400	1	1	1	0	0.4	6.7	0.8	0.1	5.3	0.5	0.3	1.2
BdiBd21-3.3G0128700	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0129700	1	1	1	0	0.4	0.0	0.8	0.0	0.0	0.0	0.0	4.6
BdiBd21-3.3G0131200	1	1	1	0	0.8	0.0	0.6	0.0	0.0	0.0	0.0	0.8
BdiBd21-3.3G0133400	1	1	1	1	25.9	33.8	31.9	4.1	32.0	30.1	7.8	43.2
BdiBd21-3.3G0136700	1	1	1	0	2.4	2.9	2.3	0.4	0.4	0.5	0.4	8.9
BdiBd21-3.3G0136800	1	1	0	0	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0
BdiBd21-3.3G0138200	1	1	1	0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.2
BdiBd21-3.3G0141700	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0141800	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0141900	1	1	0	0	0.4	0.0	0.3	0.2	0.0	0.0	0.1	0.2
BdiBd21-3.3G0142100	1	1	0	0	0.0	0.6	0.3	0.1	0.0	0.3	0.0	1.2
BdiBd21-3.3G0142200	1	1	0	0	0.4	0.8	0.3	0.2	0.0	0.2	0.0	0.0
BdiBd21-3.3G0143500	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0146400	1	1	1	1	9.0	9.8	6.5	1.1	1.2	6.6	1.7	18.0
BdiBd21-3.3G0152600	0	0	0	0								
BdiBd21-3.3G0159400	1	1	1	0	0.8	0.8	0.0	0.0	0.8	0.2	0.1	0.6
BdiBd21-3.3G0161500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0165200	1	1	1	0	7.8	6.5	7.1	1.6	4.0	6.8	1.5	9.9
BdiBd21-3.3G0165300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0165500	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0166100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0166400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0166500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0166600	1	1	0	0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0168000	1	1	1	0	0.0	0.0	0.3	0.1	0.0	0.2	0.1	1.0
BdiBd21-3.3G0171000	1	1	1	0	3.9	1.2	2.5	0.2	0.0	0.5	0.3	2.6
BdiBd21-3.3G0173600	1	1	1	0	3.1	2.0	0.8	1.5	1.2	1.4	0.2	9.1
BdiBd21-3.3G0175700	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0179500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0180300	1	1	1	1	0.0	12.2	0.0	0.0	6.5	12.7	0.1	0.0
BdiBd21-3.3G0181600	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
BdiBd21-3.3G0189100	1	1	1	0	3.9	1.0	0.6	0.0	0.0	0.2	0.2	2.4
BdiBd21-3.3G0189900	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0192400	1	1	1	1	9.8	7.9	11.9	1.6	3.2	6.8	2.5	34.1
BdiBd21-3.3G0192600	1	1	1	1	18.8	7.3	11.6	0.6	3.6	1.4	1.2	23.4
BdiBd21-3.3G0193600	1	1	1	1	7.8	4.5	5.9	0.4	1.6	2.5	1.3	10.3
BdiBd21-3.3G0197400	1	1	1	0	0.4	0.4	1.4	0.0	1.2	0.2	0.1	1.4
BdiBd21-3.3G0201000	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0204900	1	1	1	1	3.9	10.8	2.8	0.3	6.5	1.7	2.1	31.3
BdiBd21-3.3G0206300	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0207800	1	1	1	0	2.0	0.4	1.4	0.4	0.0	1.3	0.1	2.4
BdiBd21-3.3G0207900	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
BdiBd21-3.3G0208000	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0209400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0213200	1	1	0	0	2.7	1.4	2.8	0.1	0.0	0.2	0.0	3.8
BdiBd21-3.3G0216900	1	1	0	0	0.8	0.0	0.0	0.0	0.0	0.2	0.1	0.8
BdiBd21-3.3G0217300	1	1	0	0	0.8	0.2	0.6	0.1	0.0	0.2	0.0	3.4
BdiBd21-3.3G0219800	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0220100	1	1	1	0	2.0	0.2	0.8	0.1	0.0	0.2	0.2	3.6
BdiBd21-3.3G0220300	1	1	1	0	0.0	0.0	0.8	0.0	0.0	0.2	0.0	0.2
