Label,Value,Area (µm²),Center_X,Center_Y,Center_Z
535239,168.396,168.396,4.90412,-8.68073,0.249996
535207,98.835,98.835,-17.3428,-75.458,0.249995
534887,78.4816,78.4816,-0.883869,185.295,0.249995
535191,47.4325,47.4325,-12.2277,-128.477,0.249995
534871,81.3527,81.3527,5.86966,139.869,0.249995
534999,89.047,89.047,11.2739,-141.177,0.249995
534839,17.7701,17.7701,-11.6959,-107.741,0.249995
534647,86.1446,86.1446,-16.767,-10.1031,0.249995
534775,104.408,104.408,-6.20196,-150.94,0.249995
535031,65.2982,65.2982,12.1942,67.2726,0.249995
535055,71.5748,71.5748,13.454,163.168,0.249995
535183,33.9475,33.9475,-12.8748,-170.807,0.249995
534991,25.4394,25.4394,-14.6184,110.227,0.249995
534831,43.6562,43.6562,-12.7614,160.857,0.249995
534703,40.676,40.676,-7.41903,149.919,0.249995
535215,78.4069,78.4069,-17.7878,-87.9976,0.249995
535071,21.5211,21.5211,-10.3464,-75.2864,0.249995
534815,38.695,38.695,-14.049,98.9909,0.249995
534687,52.3909,52.3909,4.09177,105.049,0.249995
535199,19.3178,19.3178,-4.62407,-117.374,0.249995
535007,38.2275,38.2275,10.9571,-123.871,0.249995
534719,75.5088,75.5088,-15.5992,15.6014,0.249995
535231,102.106,102.106,4.52063,-24.1024,0.249995
534655,32.3009,32.3009,2.47776,-174.587,0.249995
535167,170.126,170.126,10.8235,-175.431,0.249995
535039,75.0218,75.0218,10.455,100.651,0.249995


Area HeatMap results for mesh 1
Signal range: 0-250 µm²
