Label,Value,Area (µm²),Center_X,Center_Y,Center_Z
540672,53.3953,53.3953,-13.5809,41.8385,0.249995
540800,22.2075,22.2075,-2.39692,-49.5817,0.249995
540288,70.4299,70.4299,15.24,134.746,0.249995
540032,55.5338,55.5338,-14.0919,-85.6683,0.249995
540544,37.195,37.195,15.2291,89.0631,0.249995
540864,60.1395,60.1395,-12.2746,72.6353,0.249995
540096,62.5804,62.5804,-1.60877,-34.391,0.249995
540192,42.1902,42.1902,-5.32349,96.4943,0.249995
540832,21.8702,21.8702,2.77877,18.7505,0.249995
540768,21.191,21.191,-5.71265,-103.366,0.249995
540896,39.8373,39.8373,-13.1129,189.283,0.249995
540640,47.7522,47.7522,1.18957,62.8103,0.249995
540880,34.1174,34.1174,-13.2775,138.458,0.249995
540208,47.1332,47.1332,0.49631,167.942,0.249995
540848,52.7367,52.7367,1.45592,13.6008,0.249995
540080,42.5985,42.5985,-4.78098,84.3857,0.249995
540592,35.4777,35.4777,9.26466,129.953,0.249995
540784,65.7533,65.7533,-4.77174,-81.0142,0.249995
540272,68.3089,68.3089,8.62662,111.973,0.249995
540528,18.8468,18.8468,-7.11027,-191.092,0.249995
540808,51.6406,51.6406,-6.97394,-10.024,0.249995
540744,35.242,35.242,2.08151,35.1206,0.249995
540872,30.2475,30.2475,-13.2557,129.887,0.249995
540360,52.5703,52.5703,8.01203,177.004,0.249995
540104,41.743,41.743,15.4525,126.043,0.249995
540456,37.0639,37.0639,1.50042,94.8369,0.249995
540840,30.8279,30.8279,-13.19,28.4865,0.249995
540776,40.2276,40.2276,6.98422,-109.909,0.249995
540392,38.5438,38.5438,4.96866,-52.1571,0.249995
540136,46.6751,46.6751,-6.43801,163.628,0.249995
540056,18.1968,18.1968,4.81635,-56.5602,0.249995
540760,23.3796,23.3796,-18.1258,-128.534,0.249995
540888,56.3249,56.3249,-6.03969,156.639,0.249995
540856,28.5914,28.5914,1.35024,55.595,0.249995
540600,26.6897,26.6897,-5.27618,36.5502,0.249995
540792,14.3561,14.3561,-11.0349,-57.0165,0.249995
540408,35.5831,35.5831,-5.58596,135.914,0.249995
540676,82.7803,82.7803,14.1143,156.356,0.249995
540804,17.8836,17.8836,-8.54519,-30.1248,0.249995
540548,19.5385,19.5385,-8.04207,-126.699,0.249995
540740,72.5967,72.5967,-9.58422,-145.321,0.249995
540868,38.836,38.836,-13.1218,108.149,0.249995
540612,52.0398,52.0398,6.56169,-33.4405,0.249995
540836,42.6948,42.6948,-15.1032,5.34531,0.249995
540580,124.653,124.653,-19.4264,-151.199,0.249995
540772,52.1502,52.1502,-6.15002,-108.092,0.249995
540900,13.7204,13.7204,-16.0478,18.3474,0.249995
540388,85.5904,85.5904,8.65831,187.234,0.249995
540692,34.9063,34.9063,0.447111,-24.6114,0.249995
540180,85.5004,85.5004,3.9548,-64.3685,0.249995
540820,84.9736,84.9736,14.5666,-15.1665,0.249995
540052,48.9112,48.9112,-3.5333,-72.0885,0.249995
540756,18.7792,18.7792,-11.8184,-162.699,0.249995
539988,27.2811,27.2811,8.58314,81.3887,0.249995
540884,38.9668,38.9668,-5.68441,109.957,0.249995
540852,59.3466,59.3466,15.2714,-2.15671,0.249995
