"gene";"cluster";"celltype";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj"
"BdiBd21-3.1G0541800";"11";"Unknown 3";1.68270579702241e-18;0.648787476607548;0.462;0.168;6.57399500780714e-14
"BdiBd21-3.2G0611500";"11";"Unknown 3";1.77472146812183e-18;1.60275537174624;0.275;0.079;6.93348183165838e-14
"BdiBd21-3.2G0603066";"11";"Unknown 3";1.79269792281618e-18;0.948976956319097;0.431;0.161;7.00371224485824e-14
"BdiBd21-3.4G0355400";"11";"Unknown 3";1.86664675869087e-18;0.942373967619027;0.875;0.578;7.29261555685348e-14
"BdiBd21-3.1G0159600";"11";"Unknown 3";2.01549208689439e-18;1.08971601213298;0.312;0.094;7.874124485079e-14
"BdiBd21-3.1G0041700";"11";"Unknown 3";2.07609818956609e-18;0.968078391842856;0.588;0.263;8.1109004069968e-14
"BdiBd21-3.5G0315800";"11";"Unknown 3";2.1302959326718e-18;0.249238011765676;0.731;0.333;8.32264014976217e-14
"BdiBd21-3.2G0246800";"11";"Unknown 3";2.56020841097743e-18;0.74699098068941;0.425;0.151;1.00022222200066e-13
"BdiBd21-3.5G0157500";"11";"Unknown 3";2.94436930643974e-18;0.850238577737088;0.669;0.315;1.15030620063988e-13
"BdiBd21-3.3G0690500";"11";"Unknown 3";3.01862955529385e-18;0.918089519689378;0.375;0.127;1.1793181946622e-13
"BdiBd21-3.1G1026800";"11";"Unknown 3";3.01871888808744e-18;0.585271683942197;0.725;0.341;1.179353095198e-13
"BdiBd21-3.2G0025000";"11";"Unknown 3";3.83388284969562e-18;0.981096155253879;0.588;0.26;1.49782135171908e-13
"BdiBd21-3.2G0657100";"11";"Unknown 3";3.87307865404864e-18;1.02047513446397;0.556;0.242;1.51313436856372e-13
"BdiBd21-3.5G0278100";"11";"Unknown 3";4.01466741831099e-18;-1.25268305532767;0.931;0.904;1.56845026698574e-13
"BdiBd21-3.5G0187900";"11";"Unknown 3";4.02087788260487e-18;0.607716877570161;0.988;0.82;1.57087657117607e-13
"BdiBd21-3.4G0416800";"11";"Unknown 3";4.05341772246774e-18;0.892706622594082;0.262;0.071;1.5835892358137e-13
"BdiBd21-3.2G0638900";"11";"Unknown 3";4.0771302509812e-18;0.682369796437399;0.931;0.623;1.59285324645334e-13
"BdiBd21-3.2G0743900";"11";"Unknown 3";4.18710171323129e-18;1.28890877179531;0.294;0.091;1.6358168973252e-13
"BdiBd21-3.1G0381300";"11";"Unknown 3";4.19641937846734e-18;0.911707971195812;0.506;0.208;1.63945712277962e-13
"BdiBd21-3.2G0314000";"11";"Unknown 3";4.20438854540524e-18;0.968056946875983;0.475;0.189;1.64257051691892e-13
"BdiBd21-3.2G0097500";"11";"Unknown 3";4.4376544235723e-18;0.58228092356943;0.762;0.41;1.73370283020122e-13
"BdiBd21-3.2G0604300";"11";"Unknown 3";4.62515059515287e-18;0.947903363767581;0.488;0.194;1.80695383451433e-13
"BdiBd21-3.2G0504200";"11";"Unknown 3";4.8948165445597e-18;0.812233861764936;0.75;0.41;1.91230692762858e-13
"BdiBd21-3.2G0583100";"11";"Unknown 3";4.94445527668947e-18;0.520774560335506;0.475;0.179;1.93169978749704e-13
"BdiBd21-3.1G0214600";"11";"Unknown 3";5.16011980178321e-18;0.654206854749892;0.738;0.352;2.01595560416066e-13
"BdiBd21-3.2G0314700";"11";"Unknown 3";5.43103175566989e-18;0.699817229798642;0.981;0.704;2.12179548630511e-13
"BdiBd21-3.1G0932200";"11";"Unknown 3";6.36657125142e-18;0.682765615130854;0.925;0.596;2.48729205650476e-13
"BdiBd21-3.3G0596900";"11";"Unknown 3";6.3684907843399e-18;0.591639563857929;0.5;0.197;2.48804197962591e-13
"BdiBd21-3.1G0866300";"11";"Unknown 3";7.53298749773229e-18;1.04971982037587;0.356;0.118;2.94298755561405e-13
"BdiBd21-3.1G0867300";"11";"Unknown 3";7.65965882766922e-18;0.579832215591978;0.963;0.636;2.99247551079381e-13
"BdiBd21-3.2G0301300";"11";"Unknown 3";7.79451238220441e-18;1.33754446258615;0.288;0.085;3.04516009747962e-13
"BdiBd21-3.1G0161100";"11";"Unknown 3";8.07832120061389e-18;0.776841480676754;0.694;0.333;3.15603852665584e-13
"BdiBd21-3.3G0206200";"11";"Unknown 3";8.32024220882758e-18;0.843015478058363;0.619;0.283;3.25055222614476e-13
"BdiBd21-3.4G0290600";"11";"Unknown 3";9.19422527759258e-18;0.687334293957091;0.869;0.523;3.59199993144987e-13
"BdiBd21-3.1G0249800";"11";"Unknown 3";9.4175438350348e-18;0.380695537274875;0.956;0.656;3.6792460254714e-13
"BdiBd21-3.4G0012700";"11";"Unknown 3";1.05396585887845e-17;0.711066903932803;0.656;0.309;4.11763381746635e-13
"BdiBd21-3.4G0536200";"11";"Unknown 3";1.17092638911821e-17;0.545311818454685;0.375;0.126;4.57457521700704e-13
"BdiBd21-3.3G0620500";"11";"Unknown 3";1.26043622022086e-17;0.843394597406161;0.881;0.64;4.92427222515885e-13
"BdiBd21-3.3G0752800";"11";"Unknown 3";1.4347849047234e-17;0.299003393847012;0.406;0.142;5.60541766577339e-13
"BdiBd21-3.1G0643532";"11";"Unknown 3";1.49854398388824e-17;0.572567666050831;0.5;0.222;5.85451163625456e-13
"BdiBd21-3.3G0645300";"11";"Unknown 3";1.6195692758558e-17;1.10643319892558;0.481;0.203;6.32733324691343e-13
"BdiBd21-3.3G0601500";"11";"Unknown 3";1.72225374014357e-17;0.327079481171714;0.887;0.558;6.72850091199291e-13
"BdiBd21-3.1G0889500";"11";"Unknown 3";1.9200189069115e-17;1.01549246662068;0.425;0.163;7.50112986552186e-13
"BdiBd21-3.1G0236000";"11";"Unknown 3";2.13312227865314e-17;0.955683102943415;0.619;0.292;8.33368211824209e-13
"BdiBd21-3.3G0420300";"11";"Unknown 3";2.57164969499541e-17;0.925485546062257;0.362;0.124;1.00469210284081e-12
"BdiBd21-3.3G0780700";"11";"Unknown 3";2.5746018774482e-17;0.771747967933163;0.75;0.397;1.00584546148146e-12
"BdiBd21-3.5G0341800";"11";"Unknown 3";2.8810438720249e-17;0.684996386668401;0.688;0.339;1.12556621992269e-12
"BdiBd21-3.3G0422200";"11";"Unknown 3";2.90423140224759e-17;-0.637222739042781;0.75;0.34;1.13462512423009e-12
"BdiBd21-3.2G0581300";"11";"Unknown 3";2.97887989479143e-17;0.645686715554192;0.919;0.622;1.16378879729712e-12
"BdiBd21-3.1G0071800";"11";"Unknown 3";3.5198648384486e-17;0.904039554155063;0.537;0.237;1.3751407950851e-12
"BdiBd21-3.2G0683600";"11";"Unknown 3";3.58846251245793e-17;0.743043974788632;0.856;0.529;1.40194053436706e-12
"BdiBd21-3.1G0456600";"11";"Unknown 3";4.06806946228394e-17;0.794199493658321;0.4;0.145;1.58931337752509e-12
"BdiBd21-3.4G0070300";"11";"Unknown 3";4.51188932166846e-17;0.18327449585361;0.506;0.218;1.76270492018943e-12
"BdiBd21-3.1G0327100";"11";"Unknown 3";4.61376442550221e-17;0.321075909894717;0.988;0.686;1.80250548575521e-12
"BdiBd21-3.2G0608000";"11";"Unknown 3";4.83002147348795e-17;0.496784542780529;0.588;0.269;1.88699278926227e-12
"BdiBd21-3.3G0485900";"11";"Unknown 3";4.88626968901013e-17;1.12697131988057;0.462;0.189;1.90896784210248e-12
"BdiBd21-3.2G0711500";"11";"Unknown 3";5.81445138726853e-17;0.142572056366138;0.925;0.581;2.27158986797807e-12
"BdiBd21-3.3G0678500";"11";"Unknown 3";6.25914636798539e-17;0.926855459082804;0.713;0.395;2.44532330304453e-12
"BdiBd21-3.1G0843200";"11";"Unknown 3";6.51824237126166e-17;0.666054159061323;0.575;0.249;2.5465469296045e-12
"BdiBd21-3.4G0012300";"11";"Unknown 3";6.82478847479814e-17;1.28200957362517;0.319;0.106;2.66630836133414e-12
"BdiBd21-3.4G0112900";"11";"Unknown 3";7.92968972707112e-17;0.852070625343855;0.419;0.161;3.09797118257215e-12
"BdiBd21-3.3G0581300";"11";"Unknown 3";9.14868150895989e-17;0.935208402686345;0.438;0.172;3.57420689192045e-12
"BdiBd21-3.1G0255100";"11";"Unknown 3";9.62033470955188e-17;0.583493663664046;0.981;0.727;3.75847236432773e-12
"BdiBd21-3.1G0121500";"11";"Unknown 3";1.01399733502024e-16;0.658073951804671;0.894;0.533;3.96148478845709e-12
"BdiBd21-3.2G0653400";"11";"Unknown 3";1.06763777894144e-16;0.637873610646904;0.519;0.214;4.17104727476841e-12
"BdiBd21-3.2G0628300";"11";"Unknown 3";1.09494907404982e-16;0.307680111714147;0.994;0.818;4.27774704249782e-12
"BdiBd21-3.1G0861100";"11";"Unknown 3";1.1390843922458e-16;0.789139736936378;0.362;0.125;4.45017490362588e-12
"BdiBd21-3.1G0269000";"11";"Unknown 3";1.14727404353391e-16;0.711150591397826;0.506;0.206;4.48217023327828e-12
"BdiBd21-3.3G0079100";"11";"Unknown 3";1.16355120701101e-16;0.573376029621282;0.644;0.296;4.54576185555063e-12
"BdiBd21-3.2G0691400";"11";"Unknown 3";1.22976019925647e-16;0.621241286275183;0.594;0.286;4.80442714645517e-12
"BdiBd21-3.3G0243000";"11";"Unknown 3";1.30338537865633e-16;0.756349051427015;0.931;0.685;5.09206599733455e-12
"BdiBd21-3.3G0592500";"11";"Unknown 3";1.33028134400613e-16;0.686243064218457;0.481;0.195;5.19714315476313e-12
"BdiBd21-3.3G0252500";"11";"Unknown 3";1.51042755505705e-16;0.667407120097914;0.719;0.359;5.90093837209689e-12
"BdiBd21-3.1G0583100";"11";"Unknown 3";1.71505385641341e-16;0.357186531061005;0.825;0.488;6.70037240623593e-12
"BdiBd21-3.2G0525300";"11";"Unknown 3";1.86572464744031e-16;0.402687400385569;0.919;0.518;7.2890130526198e-12
"BdiBd21-3.2G0202700";"11";"Unknown 3";1.98127116096125e-16;0.75368007364537;0.469;0.188;7.74043017164341e-12
"BdiBd21-3.3G0560400";"11";"Unknown 3";2.03816764813773e-16;0.597352491200682;0.963;0.696;7.96271336774448e-12
"BdiBd21-3.1G0282000";"11";"Unknown 3";2.04932385547449e-16;0.805313020030315;0.631;0.295;8.00629843856772e-12
"BdiBd21-3.1G0330500";"11";"Unknown 3";2.05186714797507e-16;0.679624839578684;0.625;0.292;8.016234573709e-12
"BdiBd21-3.2G0402800";"11";"Unknown 3";2.11970831264702e-16;0.579811496274345;0.637;0.307;8.28127643584938e-12
"BdiBd21-3.1G0268100";"11";"Unknown 3";2.18269527962854e-16;0.566717599614058;0.713;0.344;8.52735391845279e-12
"BdiBd21-3.1G0235700";"11";"Unknown 3";2.19419216545093e-16;0.899495238954756;0.769;0.442;8.57226995198369e-12
"BdiBd21-3.1G0639400";"11";"Unknown 3";2.29860912605362e-16;0.666629536842316;0.544;0.231;8.9802061336663e-12
"BdiBd21-3.2G0716300";"11";"Unknown 3";2.43201358661233e-16;0.731242668221637;0.488;0.199;9.50139068017704e-12
"BdiBd21-3.3G0124300";"11";"Unknown 3";2.85469378132697e-16;0.572601223350887;0.681;0.336;1.11527176648882e-11
"BdiBd21-3.3G0501400";"11";"Unknown 3";2.86258777329048e-16;1.57048422741378;0.275;0.084;1.11835579126912e-11
"BdiBd21-3.1G0227400";"11";"Unknown 3";2.93517411704762e-16;1.52330458677548;0.256;0.073;1.14671382404817e-11
"BdiBd21-3.3G0104900";"11";"Unknown 3";3.00204776718326e-16;0.73893938029434;0.519;0.222;1.17284002168316e-11
"BdiBd21-3.3G0743300";"11";"Unknown 3";3.19868837563917e-16;1.39144561745233;0.269;0.08;1.24966357459471e-11
"BdiBd21-3.1G0149900";"11";"Unknown 3";3.25075833501207e-16;0.371890689940763;0.738;0.376;1.27000626632252e-11
"BdiBd21-3.1G0975000";"11";"Unknown 3";3.25324673444607e-16;0.726808914246607;0.344;0.117;1.27097843421339e-11
"BdiBd21-3.4G0403100";"11";"Unknown 3";3.2698261511038e-16;1.3058472834993;0.344;0.12;1.27745568071323e-11
"BdiBd21-3.3G0742500";"11";"Unknown 3";3.74276951329166e-16;1.45447411390578;0.35;0.124;1.46222519345279e-11
"BdiBd21-3.1G1017100";"11";"Unknown 3";3.83895979332167e-16;0.527497433726828;0.475;0.19;1.49980481205491e-11
"BdiBd21-3.4G0007600";"11";"Unknown 3";4.07221333302696e-16;0.481152783355088;0.8;0.421;1.59093230494697e-11
"BdiBd21-3.2G0647900";"11";"Unknown 3";4.51676253692263e-16;0.936184521919053;0.256;0.074;1.76460878792493e-11
"BdiBd21-3.1G0298900";"11";"Unknown 3";4.63695523702975e-16;1.0717153508109;0.431;0.172;1.81156567200278e-11
"BdiBd21-3.2G0042900";"11";"Unknown 3";4.73681316191628e-16;0.107866595294601;0.95;0.549;1.85057816609745e-11
"BdiBd21-3.3G0413900";"11";"Unknown 3";4.78291175364176e-16;1.18406195385581;0.344;0.116;1.86858796391276e-11
"BdiBd21-3.4G0577000";"11";"Unknown 3";5.14671960055213e-16;0.469601668628984;0.95;0.797;2.01072041354371e-11
"BdiBd21-3.1G0117200";"11";"Unknown 3";5.43513063681384e-16;0.189101082995804;0.963;0.721;2.12339683719043e-11
"BdiBd21-3.4G0050800";"11";"Unknown 3";5.80664418127268e-16;1.02725372014865;0.381;0.143;2.26853974873961e-11
"BdiBd21-3.3G0210100";"11";"Unknown 3";5.92386522789499e-16;0.664713933535236;0.606;0.281;2.31433566723402e-11
"BdiBd21-3.2G0310600";"11";"Unknown 3";6.43785919805939e-16;0.64893919838917;0.675;0.339;2.51514283149784e-11
"BdiBd21-3.1G0018600";"11";"Unknown 3";6.69392690238868e-16;0.905960256186436;0.606;0.302;2.61518336222521e-11
"BdiBd21-3.3G0180000";"11";"Unknown 3";6.81245505527206e-16;0.611666019016472;0.775;0.412;2.66148994099369e-11
"BdiBd21-3.3G0115900";"11";"Unknown 3";7.41270762557055e-16;0.808719856803684;0.338;0.118;2.8959966151579e-11
"BdiBd21-3.2G0566400";"11";"Unknown 3";7.87447512262101e-16;0.25489445624031;0.462;0.183;3.07639994090557e-11
"BdiBd21-3.5G0152400";"11";"Unknown 3";8.38585374342779e-16;0.60928590741761;0.425;0.163;3.27618534048237e-11
"BdiBd21-3.2G0628000";"11";"Unknown 3";8.82752542277849e-16;0.854166737738855;0.388;0.145;3.4487376321711e-11
"BdiBd21-3.3G0303800";"11";"Unknown 3";8.88402302820524e-16;0.363964684384153;0.562;0.238;3.47081011665922e-11
"BdiBd21-3.1G0967300";"11";"Unknown 3";9.93909063206201e-16;1.36358042927796;0.369;0.142;3.88300392813399e-11
"BdiBd21-3.2G0702900";"11";"Unknown 3";1.00693983152327e-15;0.804401929644248;0.35;0.122;3.93391253379512e-11
"BdiBd21-3.1G0861000";"11";"Unknown 3";1.0462566984086e-15;0.750275988702646;0.456;0.188;4.0875156693427e-11
"BdiBd21-3.2G0329800";"11";"Unknown 3";1.06732060660595e-15;-1.95568002578021;0.537;0.672;4.16980814588814e-11
"BdiBd21-3.4G0058500";"11";"Unknown 3";1.07189006993888e-15;0.773427106303974;0.719;0.374;4.18766012523722e-11
"BdiBd21-3.5G0314400";"11";"Unknown 3";1.16032802498743e-15;0.816465037838487;0.462;0.189;4.53316952802088e-11
"BdiBd21-3.4G0434900";"11";"Unknown 3";1.37461612093191e-15;0.652863028668997;0.606;0.315;5.37035026125677e-11
"BdiBd21-3.3G0507500";"11";"Unknown 3";1.40871439714968e-15;-1.42618638923514;0.875;0.814;5.50356540678439e-11
"BdiBd21-3.1G0045700";"11";"Unknown 3";1.53697745194946e-15;0.687283234344085;0.594;0.279;6.00466350927617e-11
"BdiBd21-3.3G0689200";"11";"Unknown 3";1.57325682082789e-15;0.597965746529525;0.469;0.193;6.1463997476104e-11
"BdiBd21-3.1G0054500";"11";"Unknown 3";1.70360434296045e-15;0.71661038340861;0.669;0.342;6.65564144707787e-11
"BdiBd21-3.4G0507400";"11";"Unknown 3";1.78101591117831e-15;0.370003014231347;0.669;0.336;6.95807296179140e-11
"BdiBd21-3.3G0548400";"11";"Unknown 3";1.78342765973261e-15;0.790592380533392;0.331;0.113;6.96749518104334e-11
"BdiBd21-3.3G0603300";"11";"Unknown 3";1.84098990787395e-15;0.536917312615076;0.725;0.385;7.19237937208196e-11
"BdiBd21-3.3G0452800";"11";"Unknown 3";1.99107454072244e-15;0.26021969765356;0.588;0.259;7.77873001569441e-11
"BdiBd21-3.4G0624000";"11";"Unknown 3";2.23568704146583e-15;0.485790614006307;0.512;0.219;8.7343821335987e-11
"BdiBd21-3.2G0757300";"11";"Unknown 3";2.30101859483326e-15;0.694734323153633;0.519;0.228;8.98961944629459e-11
"BdiBd21-3.1G0437300";"11";"Unknown 3";2.41044633664764e-15;0.856342710151316;0.45;0.19;9.417131748015e-11
"BdiBd21-3.2G0668800";"11";"Unknown 3";2.52966657675257e-15;0.395970806084234;0.8;0.427;9.88290138205696e-11
"BdiBd21-3.1G0864900";"11";"Unknown 3";2.55243421170324e-15;1.02535835228028;0.381;0.147;9.97184997828222e-11
"BdiBd21-3.1G0938200";"11";"Unknown 3";2.66249059946742e-15;1.0059327924872;0.394;0.152;1.04018182739993e-10
"BdiBd21-3.1G0233500";"11";"Unknown 3";2.68081089117769e-15;0.70073520309526;0.5;0.219;1.0473391989653e-10
"BdiBd21-3.4G0581300";"11";"Unknown 3";2.68720106985452e-15;0.728968937160105;0.469;0.2;1.04983571397076e-10
"BdiBd21-3.2G0449700";"11";"Unknown 3";2.72420671530255e-15;0.558639253615553;0.662;0.32;1.0642930795344e-10
"BdiBd21-3.3G0450600";"11";"Unknown 3";2.7256528599681e-15;0.653782028129087;0.969;0.658;1.06485805933234e-10
"BdiBd21-3.1G0867900";"11";"Unknown 3";2.74840297687964e-15;1.38677794612053;0.294;0.098;1.07374607500734e-10
"BdiBd21-3.2G0551900";"11";"Unknown 3";2.78279673944558e-15;-0.126635862033177;0.775;0.386;1.0871830301666e-10
"BdiBd21-3.1G0456500";"11";"Unknown 3";2.79623686387835e-15;-2.99220346714212;0.356;0.581;1.09243381797999e-10
"BdiBd21-3.3G0507000";"11";"Unknown 3";2.83917539180285e-15;0.869193119088867;0.55;0.258;1.10920904206954e-10
"BdiBd21-3.2G0058100";"11";"Unknown 3";2.91061981827581e-15;0.463696038293822;0.406;0.154;1.13712095060399e-10
"BdiBd21-3.2G0727300";"11";"Unknown 3";3.00101902480326e-15;0.573226198828441;0.669;0.326;1.17243811261014e-10
"BdiBd21-3.3G0414900";"11";"Unknown 3";3.22422553893986e-15;0.763124676325367;0.881;0.579;1.25964043355302e-10
"BdiBd21-3.4G0349300";"11";"Unknown 3";3.78856817939889e-15;0.708296214968937;0.906;0.568;1.48011781632756e-10
"BdiBd21-3.1G0974900";"11";"Unknown 3";3.91988555789628e-15;0.241496332722731;0.975;0.729;1.53142088975892e-10
"BdiBd21-3.2G0676000";"11";"Unknown 3";4.18930648266283e-15;0.57945044383456;0.331;0.111;1.63667825664671e-10
"BdiBd21-3.5G0297700";"11";"Unknown 3";4.37328120768661e-15;0.931270466834123;0.481;0.212;1.70855350221901e-10
"BdiBd21-3.2G0592100";"11";"Unknown 3";4.55723568728902e-15;0.651870703773223;0.875;0.501;1.78042083831008e-10
"BdiBd21-3.2G0602900";"11";"Unknown 3";4.62771766540459e-15;0.455627554750162;0.825;0.428;1.80795673752026e-10
"BdiBd21-3.3G0240400";"11";"Unknown 3";5.34348935702439e-15;-0.979489890338334;0.469;0.798;2.08759442200229e-10
"BdiBd21-3.4G0613900";"11";"Unknown 3";5.98978689853097e-15;0.127696261505993;0.469;0.188;2.34008994551808e-10
"BdiBd21-3.2G0344500";"11";"Unknown 3";6.17872311058543e-15;0.593992456547934;0.713;0.356;2.41390354484351e-10
"BdiBd21-3.3G0118500";"11";"Unknown 3";6.18007233963786e-15;0.626154564183815;0.656;0.329;2.41443066164972e-10
"BdiBd21-3.2G0238901";"11";"Unknown 3";6.18855228195537e-15;0.692657716169945;0.925;0.596;2.41774360551432e-10
"BdiBd21-3.2G0685700";"11";"Unknown 3";6.48327017557481e-15;0.704889983390153;0.537;0.24;2.53288399219357e-10
"BdiBd21-3.2G0626600";"11";"Unknown 3";6.95521731959906e-15;0.581090061728515;0.562;0.263;2.71726430242096e-10
"BdiBd21-3.2G0609400";"11";"Unknown 3";6.98288880244321e-15;0.990793134841891;0.256;0.079;2.72807499733851e-10
"BdiBd21-3.2G0543700";"11";"Unknown 3";7.1186977004516e-15;0.646462408581884;0.881;0.539;2.78113281761243e-10
"BdiBd21-3.1G0198400";"11";"Unknown 3";7.77034342631455e-15;1.18517182148394;0.35;0.142;3.03571776979257e-10
"BdiBd21-3.3G0539600";"11";"Unknown 3";8.00631974282191e-15;0.751332393535165;0.556;0.266;3.12790899712566e-10
"BdiBd21-3.2G0581800";"11";"Unknown 3";8.26851352459789e-15;0.573864144608362;0.575;0.264;3.2303428637899e-10
"BdiBd21-3.2G0371300";"11";"Unknown 3";8.41636814733127e-15;0.305831899340607;0.694;0.355;3.28810670779938e-10
"BdiBd21-3.1G0749900";"11";"Unknown 3";8.51413240202935e-15;0.614240689853962;0.819;0.442;3.32630124682483e-10
"BdiBd21-3.3G0412200";"11";"Unknown 3";8.7140422488719e-15;0.740555625858378;0.575;0.276;3.40440202578927e-10
"BdiBd21-3.1G0938800";"11";"Unknown 3";8.98685277111533e-15;0.688157314755332;0.544;0.25;3.51098364061934e-10
"BdiBd21-3.3G0559500";"11";"Unknown 3";9.26794172292966e-15;0.578206298085143;0.994;0.697;3.62079947231416e-10
"BdiBd21-3.2G0758200";"11";"Unknown 3";1.01970821270814e-14;0.449218606710335;0.988;0.865;3.98379604540818e-10
"BdiBd21-3.3G0344500";"11";"Unknown 3";1.09040411174282e-14;0.258320881520302;0.525;0.232;4.25999078375683e-10
"BdiBd21-3.3G0664700";"11";"Unknown 3";1.09707317292554e-14;0.71540021569162;0.45;0.191;4.2860454719855e-10
"BdiBd21-3.4G0219000";"11";"Unknown 3";1.13603065016931e-14;0.151617706855627;0.85;0.526;4.43824454408144e-10
"BdiBd21-3.2G0800700";"11";"Unknown 3";1.16444729887749e-14;-0.555815763870725;0.8;0.375;4.54926270725458e-10
"BdiBd21-3.1G0253200";"11";"Unknown 3";1.21327166120767e-14;0.756459527251653;0.588;0.289;4.74000972600612e-10
"BdiBd21-3.1G0295801";"11";"Unknown 3";1.21639688745311e-14;0.464506145985061;0.669;0.339;4.75221935990182e-10
"BdiBd21-3.3G0145100";"11";"Unknown 3";1.23410592415576e-14;0.404055799658937;0.556;0.247;4.8214050244917e-10
"BdiBd21-3.1G0245700";"11";"Unknown 3";1.24212794138606e-14;0.47715308979718;0.994;0.826;4.85274544140707e-10
"BdiBd21-3.3G0796100";"11";"Unknown 3";1.32129779991205e-14;0.950572336981574;0.438;0.19;5.1620462446964e-10
"BdiBd21-3.3G0621100";"11";"Unknown 3";1.40317238698195e-14;0.296973621413808;0.781;0.417;5.4819138814611e-10
"BdiBd21-3.2G0754600";"11";"Unknown 3";1.50030528261085e-14;0.85592256297315;0.562;0.283;5.86139267810408e-10
"BdiBd21-3.2G0207700";"11";"Unknown 3";1.6062724986902e-14;0.212715160864801;0.537;0.236;6.27538539788288e-10
"BdiBd21-3.2G0406200";"11";"Unknown 3";1.67342576046352e-14;0.18021564942482;0.25;0.074;6.5377397609789e-10
"BdiBd21-3.2G0681200";"11";"Unknown 3";1.68973656704084e-14;0.485408705363485;1;0.836;6.60146282011516e-10
"BdiBd21-3.1G0005200";"11";"Unknown 3";1.83920072237914e-14;0.649443312617849;0.794;0.455;7.18538938219082e-10
"BdiBd21-3.1G0934500";"11";"Unknown 3";1.84455916193376e-14;0.676880063280952;0.575;0.276;7.20632373384282e-10
"BdiBd21-3.3G0691500";"11";"Unknown 3";2.0662884779685e-14;0.742834842064083;0.419;0.173;8.07257582572732e-10
"BdiBd21-3.4G0551200";"11";"Unknown 3";2.17969576684371e-14;0.661417926670697;0.856;0.508;8.51563542190499e-10
"BdiBd21-3.3G0093100";"11";"Unknown 3";2.7918410379798e-14;0.606767778796534;0.925;0.692;1.09071645671795e-09
"BdiBd21-3.2G0486400";"11";"Unknown 3";2.92280499981782e-14;0.625519445825446;0.425;0.174;1.14188145732883e-09
"BdiBd21-3.2G0024000";"11";"Unknown 3";2.99486462784938e-14;0.687054683356881;0.3;0.102;1.17003371280819e-09
"BdiBd21-3.1G0898600";"11";"Unknown 3";3.02244401345928e-14;0.588722490246754;0.588;0.281;1.18080842717827e-09
"BdiBd21-3.1G0864000";"11";"Unknown 3";3.38378673605945e-14;0.564353352900413;0.819;0.455;1.32197780204371e-09
"BdiBd21-3.1G0423900";"11";"Unknown 3";3.45848107982843e-14;1.15025875213548;0.331;0.123;1.35115938826737e-09
"BdiBd21-3.4G0521700";"11";"Unknown 3";3.48730473678858e-14;0.655727502842671;0.55;0.261;1.36242021456856e-09
"BdiBd21-3.2G0715800";"11";"Unknown 3";3.49762734963705e-14;0.880379185431519;0.525;0.258;1.3664530529562e-09
"BdiBd21-3.3G0774100";"11";"Unknown 3";3.52637501449834e-14;0.87950103696834;0.362;0.143;1.37768419066421e-09
"BdiBd21-3.2G0562100";"11";"Unknown 3";3.57751793490809e-14;0.909699236894012;0.388;0.156;1.39766470680989e-09
"BdiBd21-3.1G0301500";"11";"Unknown 3";3.6978804077539e-14;0.631513503405533;0.863;0.532;1.44468791770129e-09
"BdiBd21-3.2G0215300";"11";"Unknown 3";3.71280918563496e-14;0.883971160117882;0.469;0.211;1.45052029264387e-09
"BdiBd21-3.5G0140500";"11";"Unknown 3";3.98273735326542e-14;0.69022327128643;0.544;0.256;1.55597582917373e-09
"BdiBd21-3.1G0278600";"11";"Unknown 3";4.01616503094275e-14;0.61939337091652;0.887;0.551;1.56903535428872e-09
"BdiBd21-3.4G0574600";"11";"Unknown 3";4.13833655793272e-14;1.58954024479331;0.256;0.082;1.61676532645316e-09
"BdiBd21-3.2G0598400";"11";"Unknown 3";4.27336917715165e-14;0.820691370932365;0.312;0.11;1.6695198701296e-09
"BdiBd21-3.3G0395600";"11";"Unknown 3";4.33410040343901e-14;0.49943093966034;0.812;0.468;1.69324634561555e-09
"BdiBd21-3.1G0183300";"11";"Unknown 3";4.39504808771403e-14;0.680971694815715;0.669;0.345;1.71705738690812e-09
"BdiBd21-3.1G0170800";"11";"Unknown 3";4.71422172284379e-14;-0.940607704667774;0.994;0.941;1.84175214268061e-09
"BdiBd21-3.2G0767500";"11";"Unknown 3";5.02489442418567e-14;0.864805697314012;0.319;0.117;1.96312575364086e-09
"BdiBd21-3.3G0074600";"11";"Unknown 3";5.12847131693382e-14;0.555068721359195;0.537;0.251;2.00359117409971e-09
"BdiBd21-3.3G0377700";"11";"Unknown 3";5.47180469745064e-14;0.457300652541282;0.681;0.352;2.13772465920002e-09
"BdiBd21-3.2G0615600";"11";"Unknown 3";5.71895981781899e-14;0.40615223883787;0.544;0.242;2.23428322162552e-09
"BdiBd21-3.3G0733400";"11";"Unknown 3";6.32734726954319e-14;0.57412212877581;0.65;0.33;2.47196803126513e-09
"BdiBd21-3.3G0204700";"11";"Unknown 3";6.34935873083358e-14;0.613206378319142;0.488;0.217;2.48056746896206e-09
"BdiBd21-3.1G0714400";"11";"Unknown 3";6.38750243320754e-14;-2.33665907970365;0.475;0.622;2.49546945060552e-09
"BdiBd21-3.2G0329300";"11";"Unknown 3";6.3954016068045e-14;0.464068248906846;0.981;0.792;2.49855549974638e-09
"BdiBd21-3.3G0240300";"11";"Unknown 3";6.51897968202533e-14;-1.8559056377443;0.556;0.746;2.54683498217366e-09
"BdiBd21-3.2G0156500";"11";"Unknown 3";7.74506331866014e-14;0.324374310562848;0.706;0.37;3.02584133733414e-09
