"gene";"cluster";"celltype";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj"
"BdiBd21-3.5G0253000";"0";"Unknown 1";1.09999009647021e-267;2.61128240411684;0.987;0.572;4.29744130888983e-263
"BdiBd21-3.2G0241900";"0";"Unknown 1";4.92458469606858e-265;2.54432696358981;0.979;0.51;1.92393674906007e-260
"BdiBd21-3.4G0107400";"0";"Unknown 1";1.41235553895038e-263;2.74800364934672;0.961;0.467;5.51779061957133e-259
"BdiBd21-3.2G0302900";"0";"Unknown 1";1.09621191509521e-256;2.3731888873295;0.975;0.503;4.28268070989398e-252
"BdiBd21-3.3G0687700";"0";"Unknown 1";3.02230990764865e-252;2.85574790404105;0.889;0.303;1.18075603472017e-247
"BdiBd21-3.2G0370600";"0";"Unknown 1";4.40760802724962e-249;2.39658182755918;0.941;0.38;1.72196430408588e-244
"BdiBd21-3.5G0253100";"0";"Unknown 1";1.56952300898112e-240;2.34608646442959;0.971;0.543;6.13181249148743e-236
"BdiBd21-3.4G0520300";"0";"Unknown 1";5.78621170208234e-236;2.35359909038793;0.965;0.535;2.26055718776953e-231
"BdiBd21-3.2G0318200";"0";"Unknown 1";4.02319295331272e-234;2.01805168463279;0.999;0.747;1.57178102300021e-229
"BdiBd21-3.1G1029300";"0";"Unknown 1";1.11473849237016e-232;2.25606671379277;0.972;0.566;4.35506034199173e-228
"BdiBd21-3.1G0674600";"0";"Unknown 1";1.57253942766781e-230;2.15481724169799;0.958;0.469;6.1435970360126e-226
"BdiBd21-3.2G0303000";"0";"Unknown 1";4.74708069551767e-229;2.34286477741444;0.958;0.502;1.85458948612484e-224
"BdiBd21-3.2G0370500";"0";"Unknown 1";2.49369107851801e-223;2.15290289244649;0.963;0.542;9.74235230555416e-219
"BdiBd21-3.2G0299400";"0";"Unknown 1";3.77847127751689e-218;2.07871503721395;0.966;0.551;1.4761731587003e-213
"BdiBd21-3.1G0332900";"0";"Unknown 1";3.2649576491041e-215;1.72092408890698;0.999;0.814;1.27555365435199e-210
"BdiBd21-3.1G0120400";"0";"Unknown 1";6.26075195231142e-215;1.92235662929747;0.976;0.706;2.44595057272903e-210
"BdiBd21-3.1G0893900";"0";"Unknown 1";6.28128362810926e-207;1.50923057897355;0.948;0.422;2.45397188782973e-202
"BdiBd21-3.4G0081900";"0";"Unknown 1";7.35338588949967e-207;1.887473247608;0.99;0.636;2.87282079930973e-202
"BdiBd21-3.3G0721900";"0";"Unknown 1";2.47137032139196e-206;1.98584146018074;0.976;0.693;9.65514957161412e-202
"BdiBd21-3.3G0601500";"0";"Unknown 1";2.29713996653292e-205;1.75238887749285;0.961;0.499;8.97446642125082e-201
"BdiBd21-3.4G0401100";"0";"Unknown 1";3.73561847157188e-202;1.98558867564327;0.914;0.388;1.4594314244737e-197
"BdiBd21-3.4G0521500";"0";"Unknown 1";5.00345048848069e-202;1.63033543155019;0.994;0.822;1.95474803683964e-197
"BdiBd21-3.2G0681200";"0";"Unknown 1";3.09241399949748e-194;1.29249610603538;0.992;0.815;1.20814430132367e-189
"BdiBd21-3.2G0697400";"0";"Unknown 1";3.42969325772494e-194;2.08025806091763;0.934;0.468;1.33991256192798e-189
"BdiBd21-3.2G0594800";"0";"Unknown 1";5.90459011212054e-194;1.21885860471869;0.997;0.901;2.30680526500325e-189
"BdiBd21-3.1G0331900";"0";"Unknown 1";7.77412842023762e-190;1.18060791716896;0.999;0.88;3.03719649121843e-185
"BdiBd21-3.4G0081600";"0";"Unknown 1";5.36897995536715e-189;2.13916151313527;0.931;0.495;2.09755308896284e-184
"BdiBd21-3.3G0730100";"0";"Unknown 1";3.60764142276556e-186;1.39600303894411;0.999;0.81;1.40943335104605e-181
"BdiBd21-3.1G0918700";"0";"Unknown 1";3.62827612246739e-186;1.98458934261265;0.93;0.446;1.41749491552556e-181
"BdiBd21-3.3G0014200";"0";"Unknown 1";1.7456899796774e-183;1.15945774615699;0.997;0.88;6.82006161260367e-179
"BdiBd21-3.4G0154600";"0";"Unknown 1";2.77011985414031e-183;1.05236786037327;0.999;0.918;1.08223042461553e-178
"BdiBd21-3.2G0004400";"0";"Unknown 1";3.19975348984574e-183;1.7165941505029;0.881;0.365;1.25007969341293e-178
"BdiBd21-3.2G0004900";"0";"Unknown 1";5.07178472406854e-182;1.7792794117609;0.969;0.617;1.9814448559991e-177
"BdiBd21-3.1G0461900";"0";"Unknown 1";2.91386429098243e-180;1.0499287349595;1;0.904;1.13838850120101e-175
"BdiBd21-3.5G0149800";"0";"Unknown 1";1.70485492046924e-178;1.35012132037427;0.999;0.857;6.66052720328924e-174
"BdiBd21-3.1G0080500";"0";"Unknown 1";4.99561629315584e-178;1.97475524773512;0.941;0.52;1.95168737341012e-173
"BdiBd21-3.1G0747300";"0";"Unknown 1";6.31243964468844e-178;1.74267712286882;0.931;0.49;2.46614392038688e-173
"BdiBd21-3.1G0300100";"0";"Unknown 1";6.46289773285603e-178;2.28819672840635;0.833;0.339;2.52492488627219e-173
"BdiBd21-3.1G0929200";"0";"Unknown 1";9.51806806447433e-177;1.15752514491763;0.999;0.891;3.71851883142883e-172
"BdiBd21-3.2G0472300";"0";"Unknown 1";2.02937821032274e-174;1.85084519065224;0.948;0.544;7.92837479208888e-170
"BdiBd21-3.1G0623700";"0";"Unknown 1";1.97136524030341e-172;1.24377414180161;0.986;0.742;7.70172972081736e-168
"BdiBd21-3.1G0846800";"0";"Unknown 1";1.19730351638326e-171;1.26371254894558;0.994;0.863;4.67762537780613e-167
"BdiBd21-3.4G0204700";"0";"Unknown 1";1.53749331599602e-171;1.38779845483694;0.983;0.714;6.00667888693326e-167
"BdiBd21-3.3G0553500";"0";"Unknown 1";1.57375475656182e-171;1.2910889947134;0.986;0.74;6.1483450829357e-167
"BdiBd21-3.4G0418800";"0";"Unknown 1";5.52872881576926e-170;2.05036654970513;0.862;0.414;2.15996377374473e-165
"BdiBd21-3.1G0070400";"0";"Unknown 1";3.40933158794937e-168;1.19535896511166;0.99;0.814;1.33195766478006e-163
"BdiBd21-3.2G0314700";"0";"Unknown 1";9.75916666860256e-165;1.30453095448492;0.972;0.667;3.81271123408965e-160
"BdiBd21-3.2G0284800";"0";"Unknown 1";2.37599592996059e-163;1.1856851921271;0.989;0.749;9.28254089917004e-159
"BdiBd21-3.1G0333000";"0";"Unknown 1";2.71886299674206e-163;1.63542331633319;0.978;0.62;1.06220539556719e-158
"BdiBd21-3.3G0005100";"0";"Unknown 1";7.79487585307682e-163;1.2029055092719;0.987;0.75;3.04530209828005e-158
"BdiBd21-3.5G0283500";"0";"Unknown 1";3.79118461555402e-162;1.21507841984354;0.994;0.799;1.48114000560464e-157
"BdiBd21-3.1G0894000";"0";"Unknown 1";1.93840542151393e-159;1.61369515171946;0.84;0.335;7.57296230077063e-155
"BdiBd21-3.1G0643532";"0";"Unknown 1";2.70269735417009e-158;1.95707315635329;0.626;0.16;1.05588980232717e-153
"BdiBd21-3.1G0692500";"0";"Unknown 1";3.84917371480653e-158;1.27309577238559;0.973;0.631;1.50379518690062e-153
"BdiBd21-3.1G0259200";"0";"Unknown 1";4.85412055442559e-158;1.55207208950929;0.904;0.437;1.89640781820299e-153
"BdiBd21-3.4G0090000";"0";"Unknown 1";6.06798947345063e-157;1.19872797715167;0.993;0.786;2.37064212748769e-152
"BdiBd21-3.4G0181000";"0";"Unknown 1";1.35880908691877e-156;1.32993439587267;0.972;0.626;5.30859534077424e-152
"BdiBd21-3.2G0696400";"0";"Unknown 1";1.95295115853512e-156;1.2280341116936;0.987;0.803;7.62978958616502e-152
"BdiBd21-3.1G0780500";"0";"Unknown 1";1.01345533026974e-155;1.11225194629811;0.996;0.887;3.95936728429781e-151
"BdiBd21-3.3G0513700";"0";"Unknown 1";6.84016430778051e-154;1.26681330942337;0.976;0.607;2.67231539176369e-149
"BdiBd21-3.5G0098300";"0";"Unknown 1";2.87771226141534e-153;1.20212597858465;0.983;0.768;1.12426462628974e-148
"BdiBd21-3.1G0923900";"0";"Unknown 1";2.83985983807271e-150;1.47650135570289;0.904;0.444;1.10947644153825e-145
"BdiBd21-3.1G0080900";"0";"Unknown 1";3.81234735319111e-150;1.47364528494698;0.949;0.537;1.4894078639447e-145
"BdiBd21-3.4G0347233";"0";"Unknown 1";8.03752427727126e-147;1.18932864202914;0.986;0.715;3.14009998464434e-142
"BdiBd21-3.4G0434900";"0";"Unknown 1";3.83833123945392e-145;2.0208716263913;0.719;0.255;1.49955924862986e-140
"BdiBd21-3.2G0371300";"0";"Unknown 1";1.43966271692356e-144;1.56073562201626;0.778;0.293;5.62447430247695e-140
"BdiBd21-3.4G0571200";"0";"Unknown 1";6.96461247604506e-144;1.37022570674049;0.933;0.525;2.72093480214128e-139
"BdiBd21-3.2G0429100";"0";"Unknown 1";1.59833041564057e-143;0.915272492047181;0.999;0.919;6.24435726782456e-139
"BdiBd21-3.2G0378800";"0";"Unknown 1";1.13618262827927e-142;1.09675481945614;0.99;0.77;4.43883829216147e-138
"BdiBd21-3.1G0020000";"0";"Unknown 1";1.64542520571366e-142;1.41541444155565;0.896;0.428;6.42834719368214e-138
"BdiBd21-3.3G0575100";"0";"Unknown 1";9.81170178973221e-142;1.01820513425224;0.993;0.827;3.83323565521258e-137
"BdiBd21-3.3G0121300";"0";"Unknown 1";4.44449093653614e-141;1.19082423389691;0.972;0.65;1.73637371908594e-136
"BdiBd21-3.1G0713600";"0";"Unknown 1";5.32705649463754e-140;1.20058475695098;0.985;0.734;2.08117443132499e-135
"BdiBd21-3.3G0638200";"0";"Unknown 1";3.17429843917463e-138;1.40706001357669;0.893;0.429;1.24013491421674e-133
"BdiBd21-3.3G0540600";"0";"Unknown 1";1.78333590607855e-137;1.1678355583089;0.982;0.769;6.96713671786766e-133
"BdiBd21-3.2G0142900";"0";"Unknown 1";1.10130266595677e-132;1.3726424017259;0.875;0.433;4.3025692553599e-128
"BdiBd21-3.4G0058700";"0";"Unknown 1";4.40605521827253e-132;1.41252886745727;0.831;0.368;1.72135765267471e-127
"BdiBd21-3.3G0074500";"0";"Unknown 1";9.17051643660676e-132;1.50830921725444;0.719;0.249;3.58273736145353e-127
"BdiBd21-3.3G0100100";"0";"Unknown 1";6.35794780823539e-130;1.27322748945892;0.928;0.507;2.4839230497214e-125
"BdiBd21-3.2G0121600";"0";"Unknown 1";7.2941352101611e-130;1.15627555403665;0.98;0.804;2.84967274390574e-125
"BdiBd21-3.3G0350600";"0";"Unknown 1";3.03256376474763e-129;-2.18436457689541;0.472;0.868;1.1847620116116e-124
"BdiBd21-3.1G0894300";"0";"Unknown 1";3.90411082476354e-129;1.2714971080877;0.747;0.276;1.52525801701862e-124
"BdiBd21-3.3G0366900";"0";"Unknown 1";2.71396531724841e-128;1.11446738410102;0.965;0.663;1.06029197014261e-123
"BdiBd21-3.3G0223000";"0";"Unknown 1";5.32667939651229e-127;1.10160651651863;0.968;0.664;2.08102710662942e-122
"BdiBd21-3.5G0189400";"0";"Unknown 1";3.3512295265731e-126;1.0780051839588;0.976;0.656;1.30925835144158e-121
"BdiBd21-3.1G0083500";"0";"Unknown 1";7.9262880854845e-126;1.20897333010616;0.962;0.607;3.09664222923709e-121
"BdiBd21-3.1G0085400";"0";"Unknown 1";5.78132189652749e-124;0.999800830282689;0.99;0.773;2.25864683853536e-119
"BdiBd21-3.1G0663000";"0";"Unknown 1";7.56878956520078e-124;0.997301285388986;1;0.914;2.95697470733264e-119
"BdiBd21-3.2G0464700";"0";"Unknown 1";6.95349143760361e-123;1.90571208344837;0.556;0.159;2.71659003484298e-118
"BdiBd21-3.4G0205000";"0";"Unknown 1";1.89896930421827e-122;1.19199283336858;0.924;0.489;7.41889327771992e-118
"BdiBd21-3.2G0711200";"0";"Unknown 1";1.95685790814063e-122;1.11583724064792;0.968;0.663;7.64505247552381e-118
"BdiBd21-3.3G0252500";"0";"Unknown 1";4.2537380885508e-122;1.4366453661732;0.76;0.302;1.66185039643503e-117
"BdiBd21-3.3G0620500";"0";"Unknown 1";7.93487606825967e-122;1.60851163407659;0.914;0.6;3.09999738234769e-117
"BdiBd21-3.2G0226300";"0";"Unknown 1";8.08419961505127e-122;1.22019072297447;0.924;0.516;3.15833510560823e-117
"BdiBd21-3.4G0483000";"0";"Unknown 1";9.46770491744687e-122;1.40041781227471;0.754;0.285;3.69884295714814e-117
"BdiBd21-3.1G0422100";"0";"Unknown 1";1.66411824572593e-121;1.28452549613617;0.94;0.569;6.50137716240205e-117
"BdiBd21-3.4G0439100";"0";"Unknown 1";2.34738551742021e-120;1.31211018449825;0.858;0.4;9.17076573945726e-116
"BdiBd21-3.2G0301400";"0";"Unknown 1";1.69089721423822e-119;1.06262051578047;0.968;0.731;6.60599723658586e-115
"BdiBd21-3.2G0306600";"0";"Unknown 1";1.644976836241e-117;0.911276851177035;0.996;0.817;6.42659550382635e-113
"BdiBd21-3.5G0248800";"0";"Unknown 1";1.54375265620756e-116;0.99714843694024;0.996;0.858;6.0311328772717e-112
"BdiBd21-3.3G0566200";"0";"Unknown 1";1.68667866801476e-116;1.22034264976305;0.892;0.458;6.58951622020005e-112
"BdiBd21-3.5G0025000";"0";"Unknown 1";3.02469037705256e-116;1.2705728621433;0.833;0.38;1.1816860365069e-111
"BdiBd21-3.3G0367900";"0";"Unknown 1";4.13081210710957e-116;1.05837048680143;0.973;0.631;1.61382567400557e-111
"BdiBd21-3.5G0100700";"0";"Unknown 1";6.20230986981116e-116;1.43185467297;0.902;0.579;2.42311841993782e-111
"BdiBd21-3.1G0041700";"0";"Unknown 1";1.62232730036673e-115;2.09423355529001;0.615;0.213;6.33810829707274e-111
"BdiBd21-3.1G0380200";"0";"Unknown 1";1.94557098635851e-114;1.08135163577672;0.956;0.592;7.60095672950542e-110
"BdiBd21-3.1G0878200";"0";"Unknown 1";2.4648381596843e-114;1.0109808536724;0.982;0.711;9.62962972225464e-110
"BdiBd21-3.3G0240400";"0";"Unknown 1";8.02593881410804e-113;-1.81339052811535;0.463;0.845;3.13557377589573e-108
"BdiBd21-3.2G0586800";"0";"Unknown 1";2.19514771789641e-112;0.912826471842032;0.989;0.765;8.57600310427768e-108
"BdiBd21-3.1G0201000";"0";"Unknown 1";4.52073943387999e-112;1.18694137641198;0.917;0.528;1.76616248202823e-107
"BdiBd21-3.1G0707200";"0";"Unknown 1";7.37133272718828e-112;1.29200884861838;0.677;0.242;2.87983226985792e-107
"BdiBd21-3.3G0648800";"0";"Unknown 1";8.63878222486044e-112;1.34215815195521;0.716;0.274;3.37499943960848e-107
"BdiBd21-3.3G0552800";"0";"Unknown 1";2.32521659189095e-111;1.47883425183753;0.619;0.207;9.08415618119956e-107
"BdiBd21-3.4G0488100";"0";"Unknown 1";3.91439986181878e-111;1.09842459690317;0.921;0.474;1.52927773801536e-106
"BdiBd21-3.3G0730400";"0";"Unknown 1";2.22395310206557e-110;1.06751867039413;0.956;0.646;8.68853997914977e-106
"BdiBd21-3.1G0687400";"0";"Unknown 1";3.18162023982982e-110;0.876024674516219;0.989;0.815;1.24299539529672e-105
"BdiBd21-3.2G0239000";"0";"Unknown 1";4.2253635183796e-110;1.06553086796328;0.948;0.576;1.65076501936054e-105
"BdiBd21-3.3G0387300";"0";"Unknown 1";1.30866275488556e-109;1.17665367664536;0.791;0.339;5.11268365078689e-105
"BdiBd21-3.3G0547800";"0";"Unknown 1";4.88637426158772e-108;1.22924051334122;0.82;0.361;1.90900869651709e-103
"BdiBd21-3.3G0581200";"0";"Unknown 1";5.93345002253522e-107;0.888548898093033;0.985;0.762;2.31808025480406e-102
"BdiBd21-3.1G0167600";"0";"Unknown 1";8.03923683198999e-107;0.951430276085138;0.955;0.62;3.14076904552185e-102
"BdiBd21-3.3G0751100";"0";"Unknown 1";1.44567987410794e-106;1.41547209825625;0.805;0.387;5.64798213216489e-102
"BdiBd21-3.2G0669000";"0";"Unknown 1";1.67293421165214e-106;1.2730506745323;0.906;0.58;6.53581937808257e-102
"BdiBd21-3.2G0618000";"0";"Unknown 1";5.2765588207172e-106;2.93671062425084;0.319;0.058;2.0614460000778e-101
"BdiBd21-3.5G0134400";"0";"Unknown 1";6.24496758776717e-106;1.72837859529519;0.499;0.14;2.43978393718888e-101
"BdiBd21-3.3G0540000";"0";"Unknown 1";6.7359113647832e-106;1.05129889889823;0.941;0.583;2.6315858519935e-101
"BdiBd21-3.2G0802600";"0";"Unknown 1";8.20114179887397e-106;1.56231898401964;0.531;0.156;3.20402207798408e-101
"BdiBd21-3.1G0447500";"0";"Unknown 1";8.42076499212473e-106;0.91862546502978;0.985;0.798;3.28982446712329e-101
"BdiBd21-3.3G0785300";"0";"Unknown 1";3.74428617592212e-105;1.72544198867543;0.683;0.277;1.46281772320925e-100
"BdiBd21-3.5G0279400";"0";"Unknown 1";5.03257728332312e-105;1.10241956363977;0.94;0.553;1.96612729304868e-100
"BdiBd21-3.2G0790800";"0";"Unknown 1";6.03628779241164e-105;0.830751357659166;0.996;0.822;2.35825691473938e-100
"BdiBd21-3.1G0358500";"0";"Unknown 1";1.78044702643757e-104;0.861928933660784;0.993;0.815;6.9558504428863e-100
"BdiBd21-3.1G0441400";"0";"Unknown 1";3.06850557938949e-104;0.946532874510611;0.971;0.661;1.19880375975589e-99
"BdiBd21-3.3G0144600";"0";"Unknown 1";7.59276321015752e-104;1.92493309769379;0.503;0.152;2.96634073094434e-99
"BdiBd21-3.1G0960500";"0";"Unknown 1";1.14550739611032e-102;1.20155609506738;0.833;0.399;4.47526829512379e-98
"BdiBd21-3.2G0134800";"0";"Unknown 1";1.17680544414577e-102;0.935774703274294;0.969;0.67;4.59754350918871e-98
"BdiBd21-3.5G0304400";"0";"Unknown 1";3.13162833938163e-102;1.07093670707346;0.906;0.5;1.22346455962962e-97
"BdiBd21-3.3G0217700";"0";"Unknown 1";1.75026043174608e-101;0.888232546689935;0.983;0.753;6.83791745474558e-97
"BdiBd21-3.5G0285400";"0";"Unknown 1";7.58452690913162e-101;1.54560832400081;0.565;0.183;2.96312297285954e-96
"BdiBd21-3.1G0424100";"0";"Unknown 1";1.51927101802521e-100;2.4059199866596;0.284;0.045;5.93548801322089e-96
"BdiBd21-3.1G0234600";"0";"Unknown 1";2.01308360806472e-100;0.828148501222467;0.993;0.798;7.86471503998724e-96
"BdiBd21-3.1G0848600";"0";"Unknown 1";3.82303321088315e-100;1.03115582337879;0.913;0.506;1.49358261482783e-95
"BdiBd21-3.1G0235500";"0";"Unknown 1";6.31030736544368e-99;0.863476745715233;0.978;0.783;2.46531088153154e-94
"BdiBd21-3.2G0698300";"0";"Unknown 1";2.61291124707284e-98;1.0600449234683;0.868;0.436;1.02081216600642e-93
"BdiBd21-3.5G0081900";"0";"Unknown 1";5.90325548335019e-98;1.01510508854903;0.871;0.444;2.30628385223525e-93
"BdiBd21-3.1G0615600";"0";"Unknown 1";1.29182111702881e-97;0.818234514218871;0.992;0.754;5.04688674000814e-93
"BdiBd21-3.3G0566600";"0";"Unknown 1";3.50050398037951e-97;0.940878676045746;0.951;0.596;1.36757689505467e-92
"BdiBd21-3.1G0168801";"0";"Unknown 1";5.11749112249032e-97;1.32163986803725;0.744;0.34;1.99930143173452e-92
"BdiBd21-3.2G0137000";"0";"Unknown 1";1.21895055741119e-96;1.05190266088368;0.846;0.399;4.76219603769402e-92
"BdiBd21-3.3G0344800";"0";"Unknown 1";1.74246041751876e-96;0.836223746673862;0.979;0.603;6.8074443591623e-92
"BdiBd21-3.2G0653800";"0";"Unknown 1";2.26149002725137e-96;1.63072693716501;0.647;0.262;8.83518923846564e-92
"BdiBd21-3.4G0118900";"0";"Unknown 1";4.12769284615664e-96;0.899913887812407;0.969;0.668;1.61260704113648e-91
"BdiBd21-3.1G0420300";"0";"Unknown 1";5.95028282102295e-96;1.06199005445436;0.89;0.5;2.32465649251725e-91
"BdiBd21-3.1G0277200";"0";"Unknown 1";6.31770135100452e-96;1.04996884491563;0.903;0.549;2.46819956381045e-91
"BdiBd21-3.5G0221000";"0";"Unknown 1";2.92955432982209e-95;1.48850968543583;0.48;0.144;1.14451828557489e-90
"BdiBd21-3.4G0275000";"0";"Unknown 1";3.43693005095442e-95;-2.24525018421349;0.416;0.789;1.34273983230687e-90
"BdiBd21-3.3G0706700";"0";"Unknown 1";3.66715849369089e-95;0.781612472255279;0.993;0.827;1.43268548031516e-90
"BdiBd21-3.1G0734500";"0";"Unknown 1";8.30981577095648e-95;0.92052956846341;0.959;0.636;3.24647882539728e-90
"BdiBd21-3.3G0576200";"0";"Unknown 1";1.14963928693822e-94;0.857873091738735;0.982;0.763;4.49141076621022e-90
"BdiBd21-3.3G0116900";"0";"Unknown 1";2.5540086687027e-94;0.924760812935967;0.934;0.564;9.9780010668877e-90
"BdiBd21-3.4G0536800";"0";"Unknown 1";2.86514438032068e-94;0.871984787875669;0.985;0.755;1.11935460650368e-89
"BdiBd21-3.3G0644200";"0";"Unknown 1";4.52888065756076e-94;1.15851949370707;0.692;0.279;1.76934309529584e-89
"BdiBd21-3.4G0570800";"0";"Unknown 1";8.16492410321371e-94;0.819581995642078;0.972;0.78;3.18987254864353e-89
"BdiBd21-3.3G0696400";"0";"Unknown 1";1.34373270975072e-93;0.970974697669159;0.961;0.752;5.2496949504541e-89
"BdiBd21-3.3G0318500";"0";"Unknown 1";1.12080521583978e-92;1.08331810175058;0.779;0.346;4.37876181724287e-88
"BdiBd21-3.4G0057100";"0";"Unknown 1";1.71254070046953e-92;0.994302558436655;0.899;0.522;6.69055400859438e-88
"BdiBd21-3.1G0852800";"0";"Unknown 1";2.82316494449165e-92;1.10495496043726;0.902;0.569;1.102954080514e-87
"BdiBd21-3.1G0889100";"0";"Unknown 1";7.81645706830465e-92;1.16246319731213;0.719;0.305;3.05373344744526e-87
"BdiBd21-3.1G0634900";"0";"Unknown 1";3.1952433076804e-91;0.75442146933399;0.994;0.833;1.24831765544458e-86
"BdiBd21-3.3G0539800";"0";"Unknown 1";4.75277754494703e-91;-1.50534643727945;0.902;0.903;1.8568151312599e-86
"BdiBd21-3.4G0605800";"0";"Unknown 1";7.35018151350356e-91;1.34629764377099;0.538;0.183;2.87156891369557e-86
"BdiBd21-3.4G0476300";"0";"Unknown 1";1.81129079820664e-90;1.1383528688671;0.722;0.307;7.07635089043369e-86
"BdiBd21-3.2G0649500";"0";"Unknown 1";2.15334120883059e-90;1.17355983974247;0.803;0.391;8.41267343465936e-86
"BdiBd21-3.1G0734200";"0";"Unknown 1";2.65121608062328e-90;1.00386844597159;0.945;0.578;1.0357770983779e-85
"BdiBd21-3.4G0017700";"0";"Unknown 1";2.87273826982825e-90;1.0119476749438;0.824;0.387;1.1223213872565e-85
"BdiBd21-3.4G0368300";"0";"Unknown 1";7.62744047234898e-90;1.4653183975081;0.478;0.148;2.9798884437373e-85
"BdiBd21-3.1G0282000";"0";"Unknown 1";1.05172389977593e-89;1.17720511015309;0.639;0.247;4.10887493164461e-85
"BdiBd21-3.1G0281400";"0";"Unknown 1";1.14654903870098e-89;0.863834661858435;0.966;0.688;4.47933778439701e-85
"BdiBd21-3.3G0223200";"0";"Unknown 1";2.03557493244512e-89;0.865613027861094;0.944;0.612;7.95258414607658e-85
"BdiBd21-3.4G0308400";"0";"Unknown 1";2.14901499271646e-89;1.20991371481338;0.708;0.312;8.39577177354467e-85
"BdiBd21-3.1G0340100";"0";"Unknown 1";2.61676115534524e-89;0.730768710565982;0.992;0.852;1.02231624817028e-84
"BdiBd21-3.4G0030200";"0";"Unknown 1";5.53536197989075e-89;0.9926880247433;0.864;0.45;2.16255521830372e-84
"BdiBd21-3.4G0119100";"0";"Unknown 1";1.40801376426516e-88;1.04759512669909;0.639;0.241;5.50082817423113e-84
"BdiBd21-3.2G0260301";"0";"Unknown 1";2.02496154389269e-88;1.07755773062852;0.802;0.387;7.91111975967998e-84
"BdiBd21-3.2G0215200";"0";"Unknown 1";4.79784781709653e-88;0.839985156109339;0.961;0.656;1.87442318518327e-83
"BdiBd21-3.1G0746100";"0";"Unknown 1";9.02276750590365e-88;0.984169021209377;0.847;0.421;3.52501480920644e-83
"BdiBd21-3.2G0224000";"0";"Unknown 1";2.13723004969993e-87;0.879419829206085;0.973;0.662;8.3497303581677e-83
"BdiBd21-3.3G0196500";"0";"Unknown 1";4.49412358236597e-87;1.32334149911772;0.593;0.219;1.75576420115874e-82
"BdiBd21-3.4G0537400";"0";"Unknown 1";9.28253716166602e-87;0.822591204241531;0.961;0.683;3.62650161831968e-82
"BdiBd21-3.5G0289100";"0";"Unknown 1";1.22725723047937e-86;-4.42647621543054;0.191;0.564;4.79464854803679e-82
"BdiBd21-3.4G0050300";"0";"Unknown 1";1.25987289837811e-86;1.06124679680501;0.629;0.241;4.92207143938361e-82
"BdiBd21-3.3G0686500";"0";"Unknown 1";2.3267623192457e-86;1.01401670481758;0.86;0.448;9.09019502882911e-82
"BdiBd21-3.4G0111200";"0";"Unknown 1";7.26156322528454e-86;1.03679050693253;0.785;0.368;2.83694752085417e-81
"BdiBd21-3.1G0098000";"0";"Unknown 1";9.11981322969582e-86;0.893109883098291;0.928;0.542;3.56292863257756e-81
"BdiBd21-3.1G0108200";"0";"Unknown 1";1.84001940589617e-85;-2.59524276780193;0.51;0.7;7.18858781495516e-81
"BdiBd21-3.3G0600100";"0";"Unknown 1";3.29769282056418e-85;0.949716246594008;0.819;0.402;1.28834263113801e-80
"BdiBd21-3.3G0240200";"0";"Unknown 1";3.44975119443094e-85;-1.81691994406507;0.251;0.725;1.34774879664028e-80
"BdiBd21-3.1G0429800";"0";"Unknown 1";1.51798253287804e-84;1.21903792775459;0.587;0.223;5.93045415944793e-80
"BdiBd21-3.1G1010100";"0";"Unknown 1";4.21152931865437e-84;0.755244783591;0.99;0.789;1.64536027421189e-79
"BdiBd21-3.3G0792300";"0";"Unknown 1";6.06941476948419e-84;0.85964975947255;0.947;0.605;2.37119896214208e-79
"BdiBd21-3.3G0525700";"0";"Unknown 1";8.23341587335626e-84;0.871370429486104;0.917;0.555;3.21663091340282e-79
"BdiBd21-3.4G0061300";"0";"Unknown 1";8.33060175962093e-84;1.05039921455785;0.772;0.381;3.2545994954487e-79
"BdiBd21-3.3G0303200";"0";"Unknown 1";9.08459874268108e-84;0.956618433083307;0.878;0.489;3.54917103679064e-79
"BdiBd21-3.1G0843300";"0";"Unknown 1";3.23867943347334e-83;1.24746625564101;0.657;0.272;1.26528728106937e-78
"BdiBd21-3.1G0402700";"0";"Unknown 1";4.5526773200421e-83;0.718470446089213;0.992;0.803;1.77863997539405e-78
"BdiBd21-3.1G0044600";"0";"Unknown 1";6.23041146680788e-83;1.02407333332425;0.808;0.401;2.4340971518525e-78
"BdiBd21-3.4G0602700";"0";"Unknown 1";7.72585922880152e-83;1.65223334837105;0.357;0.089;3.01833868350818e-78
"BdiBd21-3.3G0468800";"0";"Unknown 1";1.95677691290558e-82;0.888774673502406;0.904;0.541;7.64473604333954e-78
"BdiBd21-3.2G0238201";"0";"Unknown 1";2.10906975487994e-82;0.99331234706316;0.619;0.245;8.23971371836496e-78
"BdiBd21-3.5G0111800";"0";"Unknown 1";2.48198265281973e-82;0.728412305928547;0.976;0.761;9.69660982803611e-78
"BdiBd21-3.2G0667500";"0";"Unknown 1";5.47500650332795e-82;1.01864174162969;0.792;0.371;2.13897554072016e-77
"BdiBd21-3.1G0491300";"0";"Unknown 1";1.20541000300127e-81;1.21801233698504;0.611;0.252;4.70929579972536e-77
"BdiBd21-3.1G0113700";"0";"Unknown 1";1.40276651495706e-81;1.30562046048937;0.517;0.184;5.48032822063424e-77
"BdiBd21-3.3G0189650";"0";"Unknown 1";6.51928794933436e-81;0.770121396609062;0.989;0.744;2.54695541604595e-76
