Label,Value,Area (µm²),Center_X,Center_Y,Center_Z
552179,26.7998,26.7998,-3.35915,-160.002,0.249995
577739,15.8664,15.8664,19.5804,-77.1544,0.249995
560683,75.9446,75.9446,12.7486,80.9534,0.249995
577707,37.8422,37.8422,19.1649,-142.37,0.249995
577771,87.6814,87.6814,12.68,36.0397,0.249995
559259,125.954,125.954,4.7156,-143.07,0.249995
577755,72.2361,72.2361,12.4302,-22.7629,0.249996
572731,18.6208,18.6208,19.4825,-162.287,0.249995
577723,53.1411,53.1411,19.3848,-106.584,0.249995
577787,98.3366,98.3366,5.56627,133.174,0.249995
568827,157.994,157.994,-3.62658,-172.137,0.249996
551931,19.3483,19.3483,-9.57309,-36.5568,0.249995
559367,29.9075,29.9075,4.83953,-65.2581,0.249995
577415,150.378,150.378,-2.86697,-94.4182,0.249995
573319,103.53,103.53,5.49992,118.97,0.249995
577735,19.7249,19.7249,19.3301,-31.3843,0.249995
560679,51.0788,51.0788,19.035,50.8946,0.249995
573351,105.44,105.44,-11.0706,-158.85,0.249995
577767,75.7208,75.7208,-2.05683,37.8305,0.249995
573415,33.9379,33.9379,-11.1916,-149.479,0.249995
568599,45.2944,45.2944,19.2019,65.9454,0.249995
577751,26.6095,26.6095,19.5955,-47.686,0.249995
557239,96.967,96.967,-10.9256,-140.764,0.249995
566647,88.2611,88.2611,12.6495,23.196,0.249995
577783,65.4732,65.4732,19.197,135.326,0.249995
577807,67.4332,67.4332,-7.22951,166.772,0.249995
573199,82.564,82.564,-7.92992,90.0774,0.249995
571471,18.9958,18.9958,19.4405,-174.896,0.249995
573263,124.743,124.743,4.79327,-55.5011,0.249995
577743,32.6475,32.6475,20.1633,-97.2991,0.249995
570031,103.697,103.697,-2.57878,-4.19817,0.249995
577775,109.152,109.152,12.5341,126.402,0.249995
570095,104.401,104.401,-1.31417,114.758,0.249995
577519,23.5276,23.5276,12.1955,-105.961,0.249995
575007,93.828,93.828,-9.89198,-81.9468,0.249995
577695,36.8741,36.8741,4.94457,-190.785,0.249995
567903,53.6406,53.6406,19.6497,97.6052,0.249995
572767,75.3871,75.3871,12.5687,-138.245,0.249995
577759,69.237,69.237,5.46246,20.3847,0.249995
559423,73.6231,73.6231,5.16788,-4.2381,0.249996
577791,65.6675,65.6675,5.57068,170.943,0.249995
574719,95.3596,95.3596,-3.70009,-134.597,0.249995


Area HeatMap results for mesh 1
Signal range: 0-250 µm²
