Label,Value,Area (µm²),Center_X,Center_Y,Center_Z
536704,79.0886,79.0886,-5.8861,139.522,0.249995
536608,124.904,124.904,-9.71724,-21.4869,0.249995
536096,19.7807,19.7807,-19.0032,-100.296,0.249995
535328,31.9948,31.9948,-0.253255,-2.50079,0.249995
535968,57.1528,57.1528,-11.9185,38.7398,0.249995
536672,31.5791,31.5791,-4.50534,-106.285,0.249995
536720,122.08,122.08,3.77405,182.122,0.249995
535440,59.7897,59.7897,-10.9974,59.9895,0.249995
536624,145.142,145.142,17.4383,71.6612,0.249995
536240,53.3875,53.3875,-17.5387,-80.1872,0.249995
535472,102.135,102.135,15.6669,6.6901,0.249995
536688,20.5705,20.5705,8.06034,3.69593,0.249995
535304,107.018,107.018,18.2776,100.227,0.249995
536712,87.1304,87.1304,2.57355,157.907,0.249995
535752,38.3108,38.3108,-12.1754,31.7317,0.249995
535848,115.876,115.876,-6.4688,-126.736,0.249995
535976,37.4736,37.4736,-2.4123,-187.86,0.249995
536680,71.5307,71.5307,-16.0183,-11.7503,0.249995
535960,53.7211,53.7211,-16.5633,-52.431,0.249995
536632,39.2808,39.2808,9.39565,-115.368,0.249995
536696,91.6096,91.6096,3.74988,69.7594,0.249995
536708,51.9137,51.9137,9.58913,144.948,0.249995
536196,19.3919,19.3919,-4.23321,-87.3349,0.249995
536452,220.436,220.436,-14.7676,-135.707,0.249995
536612,116.384,116.384,-18.0923,-183.744,0.249995
536676,61.0414,61.0414,10.765,-86.339,0.249995
536164,86.7205,86.7205,-8.45401,-9.0136,0.249995
536660,113.226,113.226,-5.49476,150.768,0.249995
535732,68.406,68.406,-10.4406,94.5499,0.249995
535988,91.0024,91.0024,6.64483,-17.2972,0.249995
536500,18.8074,18.8074,-17.9174,-86.0061,0.249995
536692,69.4727,69.4727,10.132,45.6969,0.249995
536180,27.1517,27.1517,-15.4194,-150.903,0.249995
536716,91.803,91.803,17.7088,158.785,0.249995
536460,147.745,147.745,-16.9005,-168.194,0.249995
536140,63.8585,63.8585,-3.25057,-51.5356,0.249995
536524,19.1337,19.1337,-24.4364,-172.689,0.249995
536684,93.8443,93.8443,-6.06751,15.8925,0.249995
536540,72.5496,72.5496,10.11,61.1292,0.249995
536636,59.6617,59.6617,-3.37616,-66.2746,0.249995
536700,88.5794,88.5794,-9.17906,120.513,0.249995
536706,104.981,104.981,2.25348,144.066,0.249995
535746,90.0756,90.0756,4.3626,117.325,0.249995
536610,83.2636,83.2636,3.26951,-91.0101,0.249995
536674,193.801,193.801,2.00164,-113.646,0.249995
535650,30.1001,30.1001,5.60657,-180.057,0.249995
535906,27.2022,27.2022,2.83621,-70.0125,0.249995
535778,74.843,74.843,-9.79841,-59.8196,0.249995
536338,38.2517,38.2517,12.8864,-48.8255,0.249995
536626,26.9541,26.9541,4.0948,-39.7226,0.249995
536370,66.3985,66.3985,17.3074,24.6776,0.249995
535474,92.7717,92.7717,17.3946,87.1443,0.249995
536690,85.7724,85.7724,9.59455,27.758,0.249995
536562,23.403,23.403,-0.757903,-158.623,0.249995
535562,50.5235,50.5235,-11.5703,46.7171,0.249995
536714,80.5806,80.5806,10.1719,164.828,0.249995
536458,83.0317,83.0317,-5.3689,26.9926,0.249995
