Label,Value,Area (µm²),Center_X,Center_Y,Center_Z
534365,35.8611,35.8611,3.51277,-178.447,0.249995
534589,66.5286,66.5286,-9.08419,189.83,0.249995
534333,96.8025,96.8025,18.3744,-28.0309,0.249995
534461,110.437,110.437,-12.2687,-184.363,0.249995
534083,32.5695,32.5695,12.0977,-140.278,0.249995
533539,68.2881,68.2881,19.9217,-103.153,0.249996
534179,64.2882,64.2882,18.7778,-61.2734,0.249995
534627,112.386,112.386,11.0786,82.5912,0.249995
534419,18.7519,18.7519,11.2311,-30.0532,0.249995
534387,97.2809,97.2809,-12.0533,-13.6351,0.249995
534003,126.46,126.46,20.0447,-91.1143,0.249996
533835,100.755,100.755,-4.27357,-3.37326,0.249995
534507,64.6275,64.6275,15.6726,131.538,0.249995
533787,86.0791,86.0791,11.8362,32.656,0.249995
534619,90.4489,90.4489,17.9442,87.6915,0.249995
534363,50.5326,50.5326,3.86637,-130.819,0.249995
533723,139.204,139.204,20.4927,-125.49,0.249995
534491,97.1177,97.1177,-2.46941,145.332,0.249995
534587,78.253,78.253,11.6539,185.138,0.249996
534395,108.676,108.676,-11.3062,41.9246,0.249995
534023,93.7993,93.7993,11.7111,-81.226,0.249995
534279,86.7713,86.7713,18.8559,-39.495,0.249995
533991,33.2648,33.2648,12.0182,-89.0368,0.249995
534167,149.42,149.42,10.7034,-50.6794,0.249995
534423,65.1937,65.1937,-12.0632,12.5596,0.249995
534615,71.6327,71.6327,10.8097,95.997,0.249995
534359,84.5754,84.5754,3.77868,-171.294,0.249995
534487,86.9657,86.9657,3.87691,148.783,0.249995
534071,71.6748,71.6748,19.2622,26.5451,0.249995
534415,66.4053,66.4053,-4.69979,-42.7222,0.249995
534607,143.65,143.65,-8.94878,121.797,0.249995
534383,25.4984,25.4984,-4.70604,-59.9184,0.249995
533999,46.7573,46.7573,-11.9636,-4.16974,0.249995
534511,130.366,130.366,12.2218,165.29,0.249995
534623,93.9145,93.9145,4.29849,52.5881,0.249995
534079,81.5755,81.5755,-4.2196,8.52532,0.249995
533823,150.986,150.986,3.79275,-91.7222,0.249995
534143,122.181,122.181,12.0668,-130.992,0.249995
534399,76.6506,76.6506,-10.8462,54.7042,0.249995
534527,98.2737,98.2737,-8.98587,177.784,0.249995


Area HeatMap results for mesh 1
Signal range: 0-250 µm²
