p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
BdiBd21-3.2G0755700	1.26564244891744e-08	3.22823132282305	0.017	0.002	0.000494461191943067	7	BdiBd21-3.2G0755700
BdiBd21-3.5G0039800	1.30469202172473e-08	3.14560409334207	0.016	0.002	0.000509717079047417	7	BdiBd21-3.5G0039800
BdiBd21-3.4G00657001	1.31458454823217e-08	0.795664819341991	0.357	0.307	0.000513581891303344	7	BdiBd21-3.4G0065700
BdiBd21-3.1G0441100	1.3799067838347e-08	1.462576894891	0.077	0.037	0.00053910198230854	7	BdiBd21-3.1G0441100
BdiBd21-3.3G05591001	1.41492613207265e-08	0.899475897814171	0.142	0.086	0.000552783341278142	7	BdiBd21-3.3G0559100
BdiBd21-3.3G0081200	1.47107937869543e-08	1.48780560755406	0.122	0.072	0.00057472129166873	7	BdiBd21-3.3G0081200
BdiBd21-3.2G0232000	1.55891814007834e-08	1.96992310884377	0.04	0.013	0.000609038138965804	7	BdiBd21-3.2G0232000
BdiBd21-3.2G03485001	1.61163185740536e-08	1.06397678679147	0.217	0.158	0.000629632334051125	7	BdiBd21-3.2G0348500
BdiBd21-3.5G01399001	1.62991213698064e-08	0.777090137391608	0.418	0.395	0.000636774073675595	7	BdiBd21-3.5G0139900
BdiBd21-3.1G0976400	1.66719147674806e-08	1.24630638463073	0.191	0.135	0.000651338366135931	7	BdiBd21-3.1G0976400
BdiBd21-3.2G0171400	1.69679405572109e-08	1.69061037717706	0.067	0.029	0.000662903501689117	7	BdiBd21-3.2G0171400
BdiBd21-3.3G0622600	1.7022490863993e-08	1.73911002169782	0.062	0.027	0.000665034673074477	7	BdiBd21-3.3G0622600
BdiBd21-3.2G00488001	1.73960552010351e-08	1.4392814867373	0.097	0.052	0.000679629084594041	7	BdiBd21-3.2G0048800
BdiBd21-3.1G01543001	1.78020341276176e-08	1.02193147596114	0.243	0.186	0.000695489869297765	7	BdiBd21-3.1G0154300
BdiBd21-3.1G0480200	1.85866446498062e-08	1.65476935694187	0.085	0.043	0.000726143033178628	7	BdiBd21-3.1G0480200
BdiBd21-3.1G0838100	1.90382069132885e-08	1.42246907268452	0.112	0.064	0.000743784667688354	7	BdiBd21-3.1G0838100
BdiBd21-3.2G0225000	2.01214246747086e-08	2.06670627862731	0.046	0.017	0.000786103819191515	7	BdiBd21-3.2G0225000
BdiBd21-3.4G0425500	2.1620694890404e-08	0.897890010527477	0.335	0.29	0.000844677307978304	7	BdiBd21-3.4G0425500
BdiBd21-3.1G0187900	2.20064122708114e-08	2.23187650990421	0.039	0.013	0.00085974651459606	7	BdiBd21-3.1G0187900
BdiBd21-3.1G06088001	2.47849358350267e-08	1.24834270378716	0.203	0.148	0.000968297873202824	7	BdiBd21-3.1G0608800
BdiBd21-3.1G0574000	2.48897385044908e-08	3.62841040193099	0.019	0.003	0.000972392303893446	7	BdiBd21-3.1G0574000
BdiBd21-3.3G0319400	2.6228527944207e-08	1.13455394521834	0.174	0.118	0.00102469612972428	7	BdiBd21-3.3G0319400
BdiBd21-3.3G0243050	2.65973276756554e-08	2.43867384077795	0.035	0.011	0.00103910439763251	7	BdiBd21-3.3G0243050
BdiBd21-3.4G0535100	2.69400254866276e-08	1.38173472010347	0.169	0.116	0.00105249291571157	7	BdiBd21-3.4G0535100
BdiBd21-3.2G0660300	2.76599264327748e-08	1.31366630834282	0.158	0.104	0.00108061800587565	7	BdiBd21-3.2G0660300
BdiBd21-3.1G07118001	2.89257158904661e-08	0.824364531372459	0.346	0.29	0.00113006986840873	7	BdiBd21-3.1G0711800
BdiBd21-3.3G05160002	2.94310314394976e-08	0.634972942892765	0.389	0.33	0.00114981153627829	7	BdiBd21-3.3G0516000
BdiBd21-3.1G0063100	2.9444667804651e-08	1.17447443900586	0.248	0.195	0.00115034428179211	7	BdiBd21-3.1G0063100
BdiBd21-3.3G0002000	2.99211521162206e-08	1.05404280457481	0.265	0.215	0.00116895957087651	7	BdiBd21-3.3G0002000
BdiBd21-3.3G0376400	3.0079369838985e-08	2.04102600537622	0.067	0.031	0.00117514082086947	7	BdiBd21-3.3G0376400
BdiBd21-3.1G06098001	3.07614424897356e-08	0.788064066656537	0.299	0.24	0.00120178803518899	7	BdiBd21-3.1G0609800
BdiBd21-3.4G0579300	3.09800491049958e-08	4.08495046633319	0.011	0.001	0.00121032855843398	7	BdiBd21-3.4G0579300
BdiBd21-3.1G0844800	3.10726253876599e-08	2.83704814818306	0.018	0.003	0.0012139453286451	7	BdiBd21-3.1G0844800
BdiBd21-3.5G0304700	3.11118390791243e-08	1.17044429875459	0.226	0.17	0.00121547732914323	7	BdiBd21-3.5G0304700
BdiBd21-3.3G0302100	3.18637612777622e-08	1.06586368465952	0.225	0.167	0.00124485342559961	7	BdiBd21-3.3G0302100
BdiBd21-3.4G0087400	3.2546231006563e-08	2.94131232405958	0.022	0.004	0.0012715161529644	7	BdiBd21-3.4G0087400
BdiBd21-3.2G0056900	3.29787960016268e-08	1.91134177351328	0.046	0.017	0.00128841560219156	7	BdiBd21-3.2G0056900
BdiBd21-3.3G0124800	3.33417477458444e-08	2.3660658929236	0.018	0.003	0.00130259540093465	7	BdiBd21-3.3G0124800
BdiBd21-3.2G00054001	3.6287966322459e-08	0.800425738206397	0.382	0.352	0.00141769826828583	7	BdiBd21-3.2G0005400
BdiBd21-3.4G0399200	3.65492102270208e-08	1.64730017834874	0.096	0.053	0.00142790454514925	7	BdiBd21-3.4G0399200
BdiBd21-3.1G0148700	3.84508164500748e-08	1.28485363768098	0.112	0.065	0.00150219649707152	7	BdiBd21-3.1G0148700
BdiBd21-3.2G0025800	3.90377114417764e-08	1.21771906258095	0.195	0.141	0.00152512531060732	7	BdiBd21-3.2G0025800
BdiBd21-3.3G0735300	3.90391108905043e-08	1.4990557889923	0.095	0.052	0.00152517998427022	7	BdiBd21-3.3G0735300
BdiBd21-3.3G0019100	3.91777582154265e-08	1.46225280123572	0.084	0.043	0.00153059665796028	7	BdiBd21-3.3G0019100
BdiBd21-3.1G0938200	3.9474530793184e-08	1.19505294415746	0.151	0.099	0.00154219096902811	7	BdiBd21-3.1G0938200
BdiBd21-3.2G0691700	3.95349218038211e-08	1.2434015387124	0.204	0.15	0.00154455032503168	7	BdiBd21-3.2G0691700
BdiBd21-3.4G0254000	4.11900573742761e-08	4.72547427651809	0.012	0.001	0.00160921316149822	7	BdiBd21-3.4G0254000
BdiBd21-3.3G0621000	4.15342770330944e-08	4.21690225458837	0.012	0.001	0.00162266113512893	7	BdiBd21-3.3G0621000
BdiBd21-3.1G0473400	4.16781089934829e-08	3.01668548025614	0.021	0.004	0.00162828036215739	7	BdiBd21-3.1G0473400
BdiBd21-3.2G01818001	4.18896020919627e-08	0.642047920295735	0.571	0.537	0.0016365429745288	7	BdiBd21-3.2G0181800
BdiBd21-3.2G0146500	4.19454096342402e-08	2.96180729049714	0.024	0.005	0.0016387232635905	7	BdiBd21-3.2G0146500
BdiBd21-3.5G0234800	4.23970190517517e-08	1.07046252077075	0.148	0.095	0.00165636674031384	7	BdiBd21-3.5G0234800
BdiBd21-3.3G0670000	4.33478697332688e-08	1.12338780886192	0.236	0.181	0.00169351457473935	7	BdiBd21-3.3G0670000
BdiBd21-3.5G01519001	4.47023024501026e-08	2.47557674417589	0.035	0.01	0.00174642955212061	7	BdiBd21-3.5G0151900
BdiBd21-3.1G0513700	4.51006462551273e-08	1.15203398006562	0.215	0.16	0.00176199204789531	7	BdiBd21-3.1G0513700
BdiBd21-3.1G1012200	4.67395933920758e-08	2.65224078926273	0.031	0.009	0.00182602243464162	7	BdiBd21-3.1G1012200
BdiBd21-3.5G0193400	4.77460946910568e-08	2.55636630207368	0.031	0.009	0.00186534442739021	7	BdiBd21-3.5G0193400
BdiBd21-3.3G0289700	4.82641861184674e-08	2.03728151479389	0.032	0.01	0.00188558522327629	7	BdiBd21-3.3G0289700
BdiBd21-3.2G0763200	4.86262006650718e-08	3.83194960859898	0.013	0.001	0.00189972840758302	7	BdiBd21-3.2G0763200
BdiBd21-3.4G0200100	4.91818374154833e-08	1.0680161939848	0.19	0.137	0.0019214360241481	7	BdiBd21-3.4G0200100
BdiBd21-3.4G0070100	5.03475438437247e-08	4.3405934778412	0.015	0.002	0.00196697784288664	7	BdiBd21-3.4G0070100
BdiBd21-3.3G0195300	5.07242222783614e-08	5.3114383954062	0.014	0.001	0.00198169391597102	7	BdiBd21-3.3G0195300
BdiBd21-3.2G0081400	5.1548811229365e-08	3.83433793572405	0.014	0.001	0.00201390895710883	7	BdiBd21-3.2G0081400
BdiBd21-3.2G0287900	5.15942403043041e-08	0.826059683642887	0.423	0.408	0.00201568378020855	7	BdiBd21-3.2G0287900
BdiBd21-3.2G0228800	5.1800702976759e-08	3.28890546998786	0.015	0.002	0.00202374986389602	7	BdiBd21-3.2G0228800
BdiBd21-3.3G0650000	5.29145665771103e-08	2.16580905043892	0.031	0.009	0.00206726628703455	7	BdiBd21-3.3G0650000
BdiBd21-3.4G05005002	5.32915275042629e-08	0.801752812565438	0.402	0.359	0.00208199339653654	7	BdiBd21-3.4G0500500
BdiBd21-3.2G01283001	5.49543807010688e-08	1.16071989532896	0.142	0.09	0.00214695774522936	7	BdiBd21-3.2G0128300
BdiBd21-3.2G07319003	5.50701961855468e-08	1.00488017341207	0.194	0.138	0.00215148242457694	7	BdiBd21-3.2G0731900
BdiBd21-3.1G0561200	5.59931720056056e-08	1.38115837631635	0.086	0.045	0.002187541243915	7	BdiBd21-3.1G0561200
BdiBd21-3.4G0555500	5.84348150081851e-08	2.66968711532851	0.023	0.005	0.00228293135273978	7	BdiBd21-3.4G0555500
BdiBd21-3.2G0311800	5.84854041041121e-08	2.771173847133	0.023	0.005	0.00228490776753945	7	BdiBd21-3.2G0311800
BdiBd21-3.2G02750002	6.11238415208999e-08	1.23827537461286	0.215	0.161	0.00238798624053852	7	BdiBd21-3.2G0275000
BdiBd21-3.1G0109600	6.13339577305761e-08	2.24612453962032	0.044	0.017	0.00239619506061815	7	BdiBd21-3.1G0109600
BdiBd21-3.1G0165200	6.21127577625689e-08	3.21232375354335	0.03	0.008	0.00242662122026804	7	BdiBd21-3.1G0165200
BdiBd21-3.3G05896001	6.62184153252827e-08	1.07581596978707	0.197	0.141	0.00258702104992814	7	BdiBd21-3.3G0589600
BdiBd21-3.3G03502501	6.64136474242198e-08	0.591355410045378	0.526	0.486	0.00259464837756942	7	BdiBd21-3.3G0350250
BdiBd21-3.2G0012500	6.91676687882296e-08	2.14892118302023	0.037	0.012	0.00270224248421856	7	BdiBd21-3.2G0012500
BdiBd21-3.4G0222600	6.92724583548768e-08	3.01520391805442	0.019	0.003	0.00270633640300833	7	BdiBd21-3.4G0222600
BdiBd21-3.5G0245700	6.95231392060544e-08	0.984031560654903	0.198	0.141	0.00271613000250213	7	BdiBd21-3.5G0245700
BdiBd21-3.4G05229001	7.4511744253789e-08	1.47148943020004	0.073	0.035	0.00291102482450703	7	BdiBd21-3.4G0522900
BdiBd21-3.4G0315500	7.46071909712793e-08	1.36287787804719	0.111	0.065	0.00291475373686594	7	BdiBd21-3.4G0315500
BdiBd21-3.3G0098100	7.54294878953171e-08	2.05723994110551	0.06	0.027	0.00294687923309425	7	BdiBd21-3.3G0098100
BdiBd21-3.1G0668300	7.56068659096489e-08	2.60701619013581	0.028	0.008	0.00295380903735816	7	BdiBd21-3.1G0668300
BdiBd21-3.5G03201001	8.30412502570215e-08	1.25829020311663	0.152	0.101	0.00324425556504132	7	BdiBd21-3.5G0320100
BdiBd21-3.3G0203200	8.71493667902525e-08	6.08755562664494	0.01	0	0.00340475146176158	7	BdiBd21-3.3G0203200
BdiBd21-3.5G0128200	8.92053349577174e-08	1.90412223518154	0.058	0.026	0.00348507402612811	7	BdiBd21-3.5G0128200
BdiBd21-3.2G06692001	9.04143369545941e-08	1.27904744851499	0.174	0.122	0.00353230731614208	7	BdiBd21-3.2G0669200
BdiBd21-3.1G02087001	9.09477459481707e-08	1.41288006144124	0.099	0.056	0.00355314653870313	7	BdiBd21-3.1G0208700
BdiBd21-3.2G0652000	9.24042981885376e-08	1.53479667075812	0.106	0.062	0.00361005112162979	7	BdiBd21-3.2G0652000
BdiBd21-3.2G0413700	9.68080022182422e-08	1.19321196695219	0.146	0.096	0.00378209503066229	7	BdiBd21-3.2G0413700
BdiBd21-3.4G06241001	1.0468329243968e-07	0.936052534041524	0.302	0.22	0.00408976686903343	7	BdiBd21-3.4G0624100
BdiBd21-3.3G01789001	1.07432548093999e-07	2.56131427436411	0.025	0.006	0.00419717478893637	7	BdiBd21-3.3G0178900
BdiBd21-3.3G0293300	1.08962004235906e-07	4.0579162207312	0.018	0.003	0.00425692758148838	7	BdiBd21-3.3G0293300
BdiBd21-3.1G0299500	1.11684423011452e-07	2.57302572463939	0.038	0.013	0.00436328703821141	7	BdiBd21-3.1G0299500
BdiBd21-3.2G0371600	1.1187276590946e-07	2.93581420365259	0.018	0.003	0.00437064521855079	7	BdiBd21-3.2G0371600
BdiBd21-3.4G0288700	1.12498992730856e-07	1.04735798183699	0.269	0.22	0.00439511064800908	7	BdiBd21-3.4G0288700
BdiBd21-3.2G0111700	1.12500993579698e-07	1.3594364965939	0.121	0.074	0.00439518881717162	7	BdiBd21-3.2G0111700
BdiBd21-3.1G0713100	1.12784017952651e-07	1.53003569382304	0.139	0.091	0.00440624601337416	7	BdiBd21-3.1G0713100
BdiBd21-3.2G03714001	1.15842571235499e-07	2.3154225702613	0.032	0.01	0.00452573757302846	7	BdiBd21-3.2G0371400
BdiBd21-3.1G02141001	1.2043033972856e-07	1.10191271240477	0.247	0.196	0.00470497251251538	7	BdiBd21-3.1G0214100
BdiBd21-3.5G0178600	1.25864017221668e-07	1.17429256963882	0.213	0.161	0.00491725542481613	7	BdiBd21-3.5G0178600
BdiBd21-3.2G0154500	1.27019921619384e-07	1.88493850519178	0.056	0.024	0.00496241429782611	7	BdiBd21-3.2G0154500
BdiBd21-3.2G0445900	1.28935354452587e-07	1.84691104769433	0.032	0.01	0.00503724642775367	7	BdiBd21-3.2G0445900
BdiBd21-3.2G0655300	1.37753506285843e-07	1.81531875344478	0.052	0.022	0.0053817539835753	7	BdiBd21-3.2G0655300
BdiBd21-3.3G0203600	1.39343668671742e-07	4.89152720160486	0.011	0.001	0.00544387844766761	7	BdiBd21-3.3G0203600
BdiBd21-3.1G01404001	1.41882957396055e-07	0.989728104642056	0.171	0.115	0.00554308337954906	7	BdiBd21-3.1G0140400
BdiBd21-3.1G0778200	1.44957874124185e-07	2.50920316354827	0.02	0.004	0.00566321422628367	7	BdiBd21-3.1G0778200
BdiBd21-3.2G03243002	1.45508432270623e-07	0.680047515812535	0.38	0.336	0.0056847234319487	7	BdiBd21-3.2G0324300
BdiBd21-3.3G0152632	1.49362921682081e-07	2.01322063678432	0.032	0.01	0.00583531062427552	7	BdiBd21-3.3G0152632
BdiBd21-3.1G0394500	1.49789399570974e-07	2.53987069860034	0.025	0.006	0.0058519722624388	7	BdiBd21-3.1G0394500
BdiBd21-3.3G0694400	1.50060837791975e-07	2.42024261233421	0.026	0.007	0.00586257681085688	7	BdiBd21-3.3G0694400
BdiBd21-3.5G0183000	1.5819559060245e-07	1.31474901980771	0.108	0.063	0.0061803853336565	7	BdiBd21-3.5G0183000
BdiBd21-3.3G0750100	1.64474516059043e-07	1.18215049621329	0.192	0.14	0.00642569039339471	7	BdiBd21-3.3G0750100
BdiBd21-3.2G0388000	1.74306948541142e-07	2.37008937320455	0.029	0.008	0.00680982386560533	7	BdiBd21-3.2G0388000
BdiBd21-3.1G0132100	1.7891212358846e-07	2.63770932546056	0.029	0.008	0.00698973884435395	7	BdiBd21-3.1G0132100
BdiBd21-3.2G0177300	1.89671968023309e-07	2.46225570222553	0.019	0.004	0.00741010444673462	7	BdiBd21-3.2G0177300
BdiBd21-3.2G00799002	1.92461982919611e-07	0.868040797766333	0.24	0.184	0.00751910474870337	7	BdiBd21-3.2G0079900
BdiBd21-3.3G0464900	1.95796140566164e-07	1.55874771436601	0.069	0.034	0.0076493636196389	7	BdiBd21-3.3G0464900
BdiBd21-3.1G0576600	2.0365097788927e-07	0.731467397412124	0.391	0.35	0.00795623640417799	7	BdiBd21-3.1G0576600
BdiBd21-3.2G02590001	2.04165762299121e-07	1.43393237886116	0.143	0.095	0.00797634800150208	7	BdiBd21-3.2G0259000
BdiBd21-3.3G06785001	2.04684086728173e-07	0.420723566978613	0.486	0.389	0.00799659790029625	7	BdiBd21-3.3G0678500
BdiBd21-3.4G0276400	2.12198454710912e-07	3.45071683383963	0.013	0.001	0.00829016922864591	7	BdiBd21-3.4G0276400
BdiBd21-3.1G06241001	2.22977744142329e-07	0.764433668725373	0.252	0.19	0.00871129450815252	7	BdiBd21-3.1G0624100
BdiBd21-3.3G03628002	2.23786123770016e-07	0.153446653891563	0.223	0.337	0.00874287628344698	7	BdiBd21-3.3G0362800
BdiBd21-3.2G0762500	2.24823815115387e-07	1.32665000525796	0.165	0.116	0.00878341680892794	7	BdiBd21-3.2G0762500
BdiBd21-3.5G0361600	2.34661765203374e-07	1.14145696412855	0.229	0.18	0.00916776584296542	7	BdiBd21-3.5G0361600
BdiBd21-3.3G0445400	2.38252073248907e-07	2.8312992763157	0.018	0.003	0.00930803199768829	7	BdiBd21-3.3G0445400
BdiBd21-3.3G0135700	2.38926877834999e-07	3.15504006994514	0.018	0.003	0.00933439526325774	7	BdiBd21-3.3G0135700
BdiBd21-3.2G06432001	2.40628906420901e-07	0.869931984197916	0.333	0.296	0.00940089011605175	7	BdiBd21-3.2G0643200
BdiBd21-3.1G0159100	2.4406103968812e-07	1.57859261971704	0.098	0.057	0.00953497669853548	7	BdiBd21-3.1G0159100
BdiBd21-3.2G0270500	2.47794637875377e-07	0.707744843797812	0.4	0.373	0.00968084091251524	7	BdiBd21-3.2G0270500
BdiBd21-3.3G0172100	2.48193553568525e-07	0.99994092313516	0.285	0.243	0.00969642575081514	7	BdiBd21-3.3G0172100
BdiBd21-3.4G0461900	2.49660739799153e-07	1.83356654337844	0.044	0.017	0.00975374578247331	7	BdiBd21-3.4G0461900
BdiBd21-3.1G0669700	2.52354949683564e-07	1.17289182447308	0.188	0.137	0.00985900317423749	7	BdiBd21-3.1G0669700
BdiBd21-3.1G03083001	2.60041922759667e-07	1.71948817437	0.059	0.027	0.0101593178383747	7	BdiBd21-3.1G0308300
BdiBd21-3.3G01105001	2.73817288882125e-07	1.04026120353547	0.215	0.161	0.0106974938420469	7	BdiBd21-3.3G0110500
BdiBd21-3.4G04417001	2.79137948367519e-07	1.51561299770036	0.062	0.029	0.0109053613668222	7	BdiBd21-3.4G0441700
BdiBd21-3.1G0344000	2.79867458789868e-07	1.98292458445771	0.047	0.019	0.0109338618800026	7	BdiBd21-3.1G0344000
BdiBd21-3.4G02668001	2.82159393999283e-07	2.08199336247109	0.041	0.016	0.011023403204764	7	BdiBd21-3.4G0266800
BdiBd21-3.2G02402002	2.85526806891179e-07	0.724606427673803	0.356	0.307	0.0111549612916246	7	BdiBd21-3.2G0240200
BdiBd21-3.5G0013000	2.86492790528464e-07	1.12986224522063	0.172	0.12	0.011192700340366	7	BdiBd21-3.5G0013000
BdiBd21-3.3G0396400	2.92841302522544e-07	0.869665705155903	0.393	0.374	0.0114407240069508	7	BdiBd21-3.3G0396400
BdiBd21-3.1G0005100	2.95390011138927e-07	1.44773562065258	0.061	0.029	0.0115402969551756	7	BdiBd21-3.1G0005100
BdiBd21-3.3G0406700	2.99823838054745e-07	2.08116671596084	0.037	0.013	0.0117135177051228	7	BdiBd21-3.3G0406700
BdiBd21-3.3G0476100	3.03237455892252e-07	1.32633892644357	0.169	0.12	0.0118468809267985	7	BdiBd21-3.3G0476100
BdiBd21-3.1G10526001	3.11221048804509e-07	0.862423892702384	0.162	0.11	0.0121587839346945	7	BdiBd21-3.1G1052600
BdiBd21-3.2G0724500	3.14468191055713e-07	1.43561754620106	0.123	0.078	0.0122856432881646	7	BdiBd21-3.2G0724500
BdiBd21-3.4G0023700	3.17394057494137e-07	1.94014051367907	0.031	0.009	0.0123999510381809	7	BdiBd21-3.4G0023700
BdiBd21-3.3G0301300	3.27181624267664e-07	2.2534354692903	0.053	0.024	0.0127823316968891	7	BdiBd21-3.3G0301300
BdiBd21-3.1G0044300	3.34147013197377e-07	0.912817507985457	0.278	0.23	0.0130544555115951	7	BdiBd21-3.1G0044300
BdiBd21-3.4G0511100	3.37297406801838e-07	1.1931679147282	0.203	0.155	0.0131775350889342	7	BdiBd21-3.4G0511100
BdiBd21-3.5G0181500	3.48560914550161e-07	1.1007678768495	0.185	0.134	0.0136175778096457	7	BdiBd21-3.5G0181500
BdiBd21-3.3G0093900	3.54682637109013e-07	1.59979617648587	0.079	0.042	0.0138567412665749	7	BdiBd21-3.3G0093900
BdiBd21-3.1G0515700	3.553968290255e-07	1.5842276451491	0.109	0.067	0.0138846433163682	7	BdiBd21-3.1G0515700
BdiBd21-3.2G07976001	3.58866764750743e-07	1.26562367412211	0.13	0.084	0.014020206765282	7	BdiBd21-3.2G0797600
BdiBd21-3.2G0750800	3.64220186349804e-07	0.839588233262138	0.42	0.414	0.0142293542403141	7	BdiBd21-3.2G0750800
BdiBd21-3.4G05136001	3.70661333674826e-07	1.15036028118613	0.1	0.058	0.0144809969840081	7	BdiBd21-3.4G0513600
BdiBd21-3.5G0251500	3.76770439960418e-07	3.71320947082417	0.017	0.003	0.0147196675483736	7	BdiBd21-3.5G0251500
BdiBd21-3.1G0674400	3.97346524559529e-07	1.06075073405548	0.296	0.259	0.0155235340214917	7	BdiBd21-3.1G0674400
BdiBd21-3.3G0593800	3.97800259449535e-07	2.50819826485906	0.022	0.005	0.0155412605361744	7	BdiBd21-3.3G0593800
BdiBd21-3.1G0802900	4.12190753947996e-07	1.36140730047743	0.077	0.04	0.0161034683752403	7	BdiBd21-3.1G0802900
BdiBd21-3.1G0522900	4.13547473011028e-07	3.31169942416275	0.025	0.007	0.0161564726755948	7	BdiBd21-3.1G0522900
BdiBd21-3.3G03510001	4.2557140267417e-07	0.846883586192549	0.322	0.268	0.0166262235596745	7	BdiBd21-3.3G0351000
BdiBd21-3.4G0478900	4.31590668480503e-07	0.970703604673796	0.33	0.302	0.0168613842361963	7	BdiBd21-3.4G0478900
BdiBd21-3.2G0427700	4.3233618771307e-07	2.12813155178883	0.036	0.013	0.0168905101815742	7	BdiBd21-3.2G0427700
BdiBd21-3.5G0211500	4.41656634871363e-07	2.22399420051346	0.037	0.013	0.0172546414111544	7	BdiBd21-3.5G0211500
BdiBd21-3.4G0048500	4.48524013276889e-07	1.13568725644579	0.191	0.14	0.0175229361507015	7	BdiBd21-3.4G0048500
BdiBd21-3.1G0073100	4.49450034299177e-07	2.91562854362766	0.019	0.004	0.0175591139400003	7	BdiBd21-3.1G0073100
BdiBd21-3.2G0746500	4.64028587516055e-07	0.939502707097818	0.275	0.229	0.0181286688570772	7	BdiBd21-3.2G0746500
BdiBd21-3.3G07408001	4.86639781228596e-07	1.60823754447627	0.049	0.021	0.0190120429730388	7	BdiBd21-3.3G0740800
BdiBd21-3.3G0628200	5.00046010825941e-07	1.63266506550364	0.03	0.009	0.0195357975509479	7	BdiBd21-3.3G0628200
BdiBd21-3.3G0051600	5.14668740522916e-07	1.59432812149755	0.118	0.075	0.0201070783547493	7	BdiBd21-3.3G0051600
BdiBd21-3.4G0003900	5.19044692039358e-07	1.22936402855951	0.097	0.056	0.0202780380285937	7	BdiBd21-3.4G0003900
BdiBd21-3.1G0891800	5.31937537674735e-07	1.1232345562835	0.173	0.124	0.0207817357218765	7	BdiBd21-3.1G0891800
BdiBd21-3.3G0083900	5.50042147145419e-07	2.55048501322308	0.021	0.005	0.0214890466046772	7	BdiBd21-3.3G0083900
BdiBd21-3.2G04664001	5.51185308031761e-07	1.90626082195902	0.031	0.01	0.0215337076141848	7	BdiBd21-3.2G0466400
BdiBd21-3.1G0650600	5.5687781319462e-07	1.3491909317318	0.136	0.09	0.0217561024058874	7	BdiBd21-3.1G0650600
BdiBd21-3.5G0125100	5.57027806075753e-07	2.02562612484833	0.034	0.012	0.0217619623277675	7	BdiBd21-3.5G0125100
BdiBd21-3.2G0378500	5.6347003981231e-07	0.917644048277445	0.197	0.145	0.0220136475153873	7	BdiBd21-3.2G0378500
BdiBd21-3.3G04917001	5.66306221303107e-07	1.11240385458833	0.154	0.106	0.0221244514538698	7	BdiBd21-3.3G0491700
BdiBd21-3.2G0691600	5.69977249938955e-07	1.80683427536473	0.051	0.022	0.0222678712006151	7	BdiBd21-3.2G0691600
BdiBd21-3.5G0300500	6.08925337263473e-07	2.18786789013889	0.023	0.005	0.0237894950762093	7	BdiBd21-3.5G0300500
BdiBd21-3.1G0486000	6.10994921719672e-07	1.5007795272804	0.095	0.056	0.0238703496017441	7	BdiBd21-3.1G0486000
BdiBd21-3.5G0122000	6.28983197776177e-07	4.43707642338791	0.01	0.001	0.0245731155707197	7	BdiBd21-3.5G0122000
BdiBd21-3.1G00773001	6.52859607792798e-07	0.890449618668113	0.349	0.301	0.025505919157249	7	BdiBd21-3.1G0077300
BdiBd21-3.5G0161600	6.53238354725944e-07	1.22951162698228	0.184	0.136	0.0255207160424332	7	BdiBd21-3.5G0161600
BdiBd21-3.3G0449700	6.71695376963206e-07	1.44851366587398	0.121	0.077	0.0262417949871985	7	BdiBd21-3.3G0449700
BdiBd21-3.4G0034300	6.93494943930089e-07	1.35128926441763	0.072	0.037	0.0270934604694607	7	BdiBd21-3.4G0034300
BdiBd21-3.2G0671400	7.22721347609439e-07	0.974602467533247	0.261	0.215	0.0282352776084056	7	BdiBd21-3.2G0671400
BdiBd21-3.3G0559200	7.23693470045682e-07	2.20857341770707	0.014	0.002	0.0282732564877447	7	BdiBd21-3.3G0559200
BdiBd21-3.5G0241200	7.28794082063233e-07	1.78741674406092	0.083	0.047	0.0284725271980464	7	BdiBd21-3.5G0241200
BdiBd21-3.1G09673001	7.43533205610547e-07	1.4299355536722	0.104	0.063	0.0290483552767929	7	BdiBd21-3.1G0967300
BdiBd21-3.3G07817001	7.83451946926594e-07	1.31221263598526	0.121	0.077	0.0306079006625282	7	BdiBd21-3.3G0781700
BdiBd21-3.4G0170900	7.91221858686363e-07	3.40800364232322	0.011	0.001	0.0309114555751588	7	BdiBd21-3.4G0170900
BdiBd21-3.1G0588300	7.99162546965335e-07	2.85893093840347	0.018	0.003	0.0312216823848417	7	BdiBd21-3.1G0588300
BdiBd21-3.2G02789001	8.05572669157865e-07	1.1925574090784	0.069	0.035	0.0314721130386595	7	BdiBd21-3.2G0278900
BdiBd21-3.4G0354200	8.12209491222108e-07	1.25981011080369	0.133	0.088	0.0317314004030653	7	BdiBd21-3.4G0354200
BdiBd21-3.1G0683000	8.18228174917407e-07	1.21432709410672	0.229	0.186	0.0319665383376733	7	BdiBd21-3.1G0683000
BdiBd21-3.5G0258000	8.43479152049242e-07	4.10632117221816	0.011	0.001	0.0329530435122598	7	BdiBd21-3.5G0258000
BdiBd21-3.4G0610600	8.45597055695615e-07	4.69791265683822	0.011	0.001	0.0330357857719163	7	BdiBd21-3.4G0610600
BdiBd21-3.3G0522700	8.46657927094049e-07	4.39436122408553	0.011	0.001	0.0330772318957103	7	BdiBd21-3.3G0522700
BdiBd21-3.1G0233900	8.49043348336294e-07	3.62907507592706	0.012	0.001	0.0331704255328023	7	BdiBd21-3.1G0233900
BdiBd21-3.5G0115300	8.56120841168766e-07	3.04010882897465	0.012	0.001	0.0334469290227814	7	BdiBd21-3.5G0115300
BdiBd21-3.2G0321000	8.67887723218483e-07	1.2463003354339	0.116	0.072	0.0339066375706997	7	BdiBd21-3.2G0321000
