p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
BdiBd21-3.1G0621700	1.18157438598993e-39	0.3191295167283	0.727	0.312	4.61617481118545e-35	0	BdiBd21-3.1G0621700
BdiBd21-3.1G0410500	1.18191061674745e-39	2.38316137156727	0.083	0.007	4.61748839750893e-35	0	BdiBd21-3.1G0410500
BdiBd21-3.1G0822000	1.21872048060341e-39	0.313552510498761	0.483	0.175	4.76129717362141e-35	0	BdiBd21-3.1G0822000
BdiBd21-3.3G0693300	1.23729174870332e-39	1.15326159545293	0.147	0.025	4.83385140383412e-35	0	BdiBd21-3.3G0693300
BdiBd21-3.5G0148800	1.24537490582914e-39	0.420977315205269	0.214	0.049	4.86543068209328e-35	0	BdiBd21-3.5G0148800
BdiBd21-3.5G0026500	1.29187612905477e-39	1.33454132423168	0.123	0.017	5.04710166099116e-35	0	BdiBd21-3.5G0026500
BdiBd21-3.5G0090900	1.34656031076145e-39	0.310148495271657	0.442	0.157	5.26074182208284e-35	0	BdiBd21-3.5G0090900
BdiBd21-3.1G0528632	1.38864882426812e-39	0.247690220509151	0.374	0.12	5.42517322665069e-35	0	BdiBd21-3.1G0528632
BdiBd21-3.3G0148200	1.45135683280014e-39	0.599812050114421	0.739	0.372	5.6701608743836e-35	0	BdiBd21-3.3G0148200
BdiBd21-3.2G0033300	1.45711600220426e-39	1.07855363666541	0.162	0.03	5.69266079741161e-35	0	BdiBd21-3.2G0033300
BdiBd21-3.2G0156100	1.50162870496086e-39	0.25188779282651	0.374	0.121	5.86656302454108e-35	0	BdiBd21-3.2G0156100
BdiBd21-3.3G0692800	1.50354553062114e-39	1.6615868857151	0.131	0.02	5.87405167903068e-35	0	BdiBd21-3.3G0692800
BdiBd21-3.1G0544800	1.61425965418715e-39	0.354469054800794	0.347	0.109	6.30658961697834e-35	0	BdiBd21-3.1G0544800
BdiBd21-3.5G0017600	1.64995078598985e-39	0.790482517082191	0.234	0.058	6.44602773070515e-35	0	BdiBd21-3.5G0017600
BdiBd21-3.1G0920500	1.65526974757531e-39	0.569028798975916	0.786	0.378	6.46680784982721e-35	0	BdiBd21-3.1G0920500
BdiBd21-3.5G0195300	1.71600426283925e-39	1.15388164311123	0.152	0.026	6.70408545406039e-35	0	BdiBd21-3.5G0195300
BdiBd21-3.2G0314000	1.78274586996289e-39	0.370867713002178	0.343	0.106	6.96483156477103e-35	0	BdiBd21-3.2G0314000
BdiBd21-3.1G0182300	1.86524321228826e-39	0.314169932235372	0.283	0.079	7.28713218176778e-35	0	BdiBd21-3.1G0182300
BdiBd21-3.3G0566100	1.9036342674365e-39	0.430170696693014	0.408	0.14	7.43711835602093e-35	0	BdiBd21-3.3G0566100
BdiBd21-3.2G0651500	2.1883012251308e-39	0.966570171055706	0.168	0.032	8.54925522634101e-35	0	BdiBd21-3.2G0651500
BdiBd21-3.3G0242700	2.27264766918222e-39	0.68310920261391	0.275	0.077	8.87877991396109e-35	0	BdiBd21-3.3G0242700
BdiBd21-3.3G0084300	2.27809428904952e-39	0.199604577436706	0.349	0.111	8.90005876845866e-35	0	BdiBd21-3.3G0084300
BdiBd21-3.1G0142200	2.42534587233708e-39	0.699310810426735	0.844	0.456	9.47534125404652e-35	0	BdiBd21-3.1G0142200
BdiBd21-3.3G0464300	2.60782719022426e-39	0.618772843987335	0.287	0.082	1.01882592667682e-34	0	BdiBd21-3.3G0464300
BdiBd21-3.4G0064700	2.61039531051673e-39	0.38567383737406	0.354	0.112	1.01982923991268e-34	0	BdiBd21-3.4G0064700
BdiBd21-3.1G0102500	2.64690143874472e-39	0.703323616022618	0.166	0.031	1.03409145408879e-34	0	BdiBd21-3.1G0102500
BdiBd21-3.2G0663000	2.67611125288272e-39	0.404464537998145	0.436	0.154	1.04550314427622e-34	0	BdiBd21-3.2G0663000
BdiBd21-3.5G0223200	2.76776340673598e-39	1.39340399605639	0.139	0.023	1.08130980774361e-34	0	BdiBd21-3.5G0223200
BdiBd21-3.1G0820500	2.79430385364456e-39	0.381968793184184	0.303	0.088	1.09167862954186e-34	0	BdiBd21-3.1G0820500
BdiBd21-3.1G0245800	2.85892922134679e-39	0.369067362996388	0.404	0.136	1.11692646819576e-34	0	BdiBd21-3.1G0245800
BdiBd21-3.5G0185800	2.87453031363112e-39	1.6347275135298	0.129	0.019	1.12302150292941e-34	0	BdiBd21-3.5G0185800
BdiBd21-3.1G1008700	2.9733446103413e-39	0.314241807099531	0.432	0.151	1.16162627236814e-34	0	BdiBd21-3.1G1008700
BdiBd21-3.2G0142800	3.03295143966191e-39	0.401612143364427	0.396	0.133	1.18491346844711e-34	0	BdiBd21-3.2G0142800
BdiBd21-3.1G0715700	3.14034750432364e-39	0.62828595043203	0.945	0.69	1.22687096298916e-34	0	BdiBd21-3.1G0715700
BdiBd21-3.2G0732600	3.25513189810891e-39	0.188523811848779	0.459	0.163	1.27171492995319e-34	0	BdiBd21-3.2G0732600
BdiBd21-3.5G0107300	3.26615719594737e-39	1.05352779793053	0.133	0.021	1.27602229331272e-34	0	BdiBd21-3.5G0107300
BdiBd21-3.3G0222300	3.28845528971224e-39	0.466081057441841	0.307	0.091	1.28473371258478e-34	0	BdiBd21-3.3G0222300
BdiBd21-3.3G0382900	3.52407225527407e-39	0.607076885725604	0.2	0.045	1.37678454869047e-34	0	BdiBd21-3.3G0382900
BdiBd21-3.4G0580200	3.57052243394048e-39	1.01739412572549	0.131	0.02	1.39493170449187e-34	0	BdiBd21-3.4G0580200
BdiBd21-3.1G0891700	3.63675305156205e-39	0.519307304177989	0.188	0.039	1.42080668218426e-34	0	BdiBd21-3.1G0891700
BdiBd21-3.1G0283800	3.6957135766359e-39	0.439569748763036	0.467	0.168	1.44384138012011e-34	0	BdiBd21-3.1G0283800
BdiBd21-3.1G0012500	3.92957299805078e-39	0.698618210007965	0.224	0.055	1.53520557887848e-34	0	BdiBd21-3.1G0012500
BdiBd21-3.1G0421800	4.00184287027369e-39	0.429057166984296	0.646	0.271	1.56343997255853e-34	0	BdiBd21-3.1G0421800
BdiBd21-3.4G0404800	4.36166176607842e-39	0.603457467929281	0.22	0.053	1.70401401877152e-34	0	BdiBd21-3.4G0404800
BdiBd21-3.1G0012100	4.38317577757546e-39	2.1434173220826	0.101	0.011	1.71241911278318e-34	0	BdiBd21-3.1G0012100
BdiBd21-3.3G0039200	4.69035442956203e-39	0.427155041305284	0.333	0.103	1.83242766854129e-34	0	BdiBd21-3.3G0039200
BdiBd21-3.3G0093100	5.13717786150318e-39	0.607856719902172	0.905	0.543	2.00699264693206e-34	0	BdiBd21-3.3G0093100
BdiBd21-3.2G0368200	5.27129421632754e-39	0.441727997559314	0.495	0.187	2.05938922443484e-34	0	BdiBd21-3.2G0368200
BdiBd21-3.1G0219000	5.4379186121408e-39	0.398432008372014	0.301	0.088	2.12448604339117e-34	0	BdiBd21-3.1G0219000
BdiBd21-3.3G0641400	5.52832104210077e-39	0.411541507865981	0.451	0.162	2.15980446472793e-34	0	BdiBd21-3.3G0641400
BdiBd21-3.5G0282100	5.55266271217098e-39	0.500637565642766	0.214	0.05	2.16931426839096e-34	0	BdiBd21-3.5G0282100
BdiBd21-3.3G0750600	5.68010220627298e-39	0.792778887613823	0.2	0.045	2.21910232994673e-34	0	BdiBd21-3.3G0750600
BdiBd21-3.2G0321900	5.85939613666811e-39	0.959494655796764	0.17	0.033	2.2891488826735e-34	0	BdiBd21-3.2G0321900
BdiBd21-3.2G0401300	6.09232215011855e-39	0.46369503078252	0.442	0.159	2.38014841760832e-34	0	BdiBd21-3.2G0401300
BdiBd21-3.2G0636800	6.11509110071403e-39	0.379769541298549	0.263	0.071	2.38904379122696e-34	0	BdiBd21-3.2G0636800
BdiBd21-3.2G0431900	6.12600201922302e-39	1.59438411938242	0.117	0.016	2.39330646887005e-34	0	BdiBd21-3.2G0431900
BdiBd21-3.1G0937101	6.18801452275528e-39	0.522579821001105	0.307	0.091	2.41753351375003e-34	0	BdiBd21-3.1G0937101
BdiBd21-3.3G0008400	6.38999964030493e-39	1.126556010351	0.156	0.028	2.49644505947433e-34	0	BdiBd21-3.3G0008400
BdiBd21-3.1G0137300	6.58983240004973e-39	0.549824387836012	0.2	0.043	2.57451572205143e-34	0	BdiBd21-3.1G0137300
BdiBd21-3.2G0640500	6.76556398405784e-39	0.471213507620847	0.273	0.076	2.64317053729171e-34	0	BdiBd21-3.2G0640500
BdiBd21-3.3G0405400	6.86979356471532e-39	0.37501873173473	0.422	0.147	2.68389094986298e-34	0	BdiBd21-3.3G0405400
BdiBd21-3.2G0040600	7.0173316441942e-39	0.402412816365655	0.432	0.153	2.74153112675379e-34	0	BdiBd21-3.2G0040600
BdiBd21-3.2G0597000	7.07031152644886e-39	0.285810869417004	0.475	0.173	2.76222930715304e-34	0	BdiBd21-3.2G0597000
BdiBd21-3.1G0951000	7.41526725916431e-39	0.253054463575042	0.422	0.145	2.89699661281031e-34	0	BdiBd21-3.1G0951000
BdiBd21-3.1G0535800	7.84248694106916e-39	1.22672041179782	0.123	0.018	3.0639027981369e-34	0	BdiBd21-3.1G0535800
BdiBd21-3.1G0587400	7.87162462884598e-39	0.41801746847518	0.327	0.1	3.07528630999755e-34	0	BdiBd21-3.1G0587400
BdiBd21-3.2G0273400	8.00352640377745e-39	0.342574003464453	0.319	0.096	3.12681769542777e-34	0	BdiBd21-3.2G0273400
BdiBd21-3.2G0548300	8.267426219406e-39	0.515952378414263	0.269	0.074	3.22991807539754e-34	0	BdiBd21-3.2G0548300
BdiBd21-3.1G1022100	8.68763671120325e-39	1.92186262170687	0.097	0.01	3.39408591033289e-34	0	BdiBd21-3.1G1022100
BdiBd21-3.3G0705400	8.81617280464722e-39	0.195397308406449	0.487	0.179	3.44430239131958e-34	0	BdiBd21-3.3G0705400
BdiBd21-3.4G0380800	8.86631173394498e-39	0.420412999852769	0.291	0.083	3.46389066821762e-34	0	BdiBd21-3.4G0380800
BdiBd21-3.1G0330000	9.71331406446483e-39	0.45180249129228	0.495	0.186	3.79479753870512e-34	0	BdiBd21-3.1G0330000
BdiBd21-3.1G0300100	9.73855315021304e-39	0.990660906337601	0.574	0.283	3.80465794472523e-34	0	BdiBd21-3.1G0300100
BdiBd21-3.2G0296400	1.02791716740155e-38	0.515060547551578	0.283	0.081	4.01586678960439e-34	0	BdiBd21-3.2G0296400
BdiBd21-3.1G1046900	1.04412156894882e-38	1.30991907932129	0.139	0.023	4.07917414556926e-34	0	BdiBd21-3.1G1046900
BdiBd21-3.4G0266000	1.07877112871258e-38	0.314669741242471	0.457	0.164	4.21454304565429e-34	0	BdiBd21-3.4G0266000
BdiBd21-3.2G0685200	1.13011196008517e-38	0.371805384285334	0.566	0.224	4.41512140566075e-34	0	BdiBd21-3.2G0685200
BdiBd21-3.4G0299200	1.20759413270794e-38	0.579338084638759	0.174	0.035	4.71782875766338e-34	0	BdiBd21-3.4G0299200
BdiBd21-3.1G0039100	1.26360026213759e-38	1.18142222110537	0.226	0.057	4.93663350411914e-34	0	BdiBd21-3.1G0039100
BdiBd21-3.3G0521500	1.28872490281523e-38	0.589168027332211	0.255	0.068	5.03479045031853e-34	0	BdiBd21-3.3G0521500
BdiBd21-3.4G0461000	1.40072663339257e-38	0.542068531876871	0.354	0.115	5.47235881133808e-34	0	BdiBd21-3.4G0461000
BdiBd21-3.4G0039300	1.40437732231886e-38	0.672951708025439	0.814	0.429	5.48662132283531e-34	0	BdiBd21-3.4G0039300
BdiBd21-3.3G0765400	1.55438461748694e-38	0.454301239715157	0.279	0.078	6.07266982359796e-34	0	BdiBd21-3.3G0765400
BdiBd21-3.1G0999600	1.59979340068224e-38	0.43200982762966	0.36	0.118	6.25007285778536e-34	0	BdiBd21-3.1G0999600
BdiBd21-3.4G0176600	1.62532206851858e-38	3.08404931222088	0.057	0.002	6.34980825728839e-34	0	BdiBd21-3.4G0176600
BdiBd21-3.3G0565900	1.6335553117345e-38	0.720660187794758	0.384	0.133	6.38197389188436e-34	0	BdiBd21-3.3G0565900
BdiBd21-3.3G0662000	1.76393913948129e-38	3.05448816829567	0.067	0.004	6.8913574301255e-34	0	BdiBd21-3.3G0662000
BdiBd21-3.1G0605000	1.80141386006644e-38	0.411570900473065	0.549	0.217	7.03776366850757e-34	0	BdiBd21-3.1G0605000
BdiBd21-3.1G0190800	1.81873024167482e-38	0.536215797624194	0.244	0.064	7.10541530817518e-34	0	BdiBd21-3.1G0190800
BdiBd21-3.3G0172700	1.90538268509645e-38	0.589142349926976	0.618	0.264	7.44394907413479e-34	0	BdiBd21-3.3G0172700
BdiBd21-3.4G0339600	1.91082356335319e-38	0.786228694737976	0.218	0.053	7.46520549730823e-34	0	BdiBd21-3.4G0339600
BdiBd21-3.1G0997000	1.96433427352991e-38	0.287744298541585	0.469	0.17	7.67426113982666e-34	0	BdiBd21-3.1G0997000
BdiBd21-3.3G0354400	2.06260949713681e-38	0.265740532569366	0.455	0.163	8.0582027834141e-34	0	BdiBd21-3.3G0354400
BdiBd21-3.1G0885400	2.06344913429082e-38	0.205798926603453	0.343	0.11	8.06148307784739e-34	0	BdiBd21-3.1G0885400
BdiBd21-3.4G0471600	2.1390002312389e-38	1.00047191964996	0.174	0.035	8.35664610340413e-34	0	BdiBd21-3.4G0471600
BdiBd21-3.2G0194500	2.21608710486695e-38	0.832969691486427	0.182	0.038	8.6578091012942e-34	0	BdiBd21-3.2G0194500
BdiBd21-3.2G0366100	2.24051014186062e-38	0.325267246166371	0.444	0.158	8.75322502222107e-34	0	BdiBd21-3.2G0366100
BdiBd21-3.1G1047200	2.36463640633407e-38	1.79289819623548	0.107	0.013	9.23816151226593e-34	0	BdiBd21-3.1G1047200
BdiBd21-3.3G0771500	2.41730079507109e-38	0.309238791554128	0.467	0.171	9.44391074618374e-34	0	BdiBd21-3.3G0771500
BdiBd21-3.2G0214100	2.53302243956286e-38	0.748605450147126	0.277	0.08	9.89601206688418e-34	0	BdiBd21-3.2G0214100
BdiBd21-3.2G0322600	2.53609140396234e-38	0.278817689567298	0.214	0.051	9.90800189700007e-34	0	BdiBd21-3.2G0322600
BdiBd21-3.1G0041800	2.55577542816603e-38	1.03062209056055	0.158	0.029	9.98490344275904e-34	0	BdiBd21-3.1G0041800
BdiBd21-3.1G0480300	2.5927118703359e-38	0.64685872805476	0.285	0.082	1.01292067350283e-33	0	BdiBd21-3.1G0480300
BdiBd21-3.4G0408700	2.73459038634121e-38	0.609702121403889	0.293	0.087	1.06834977213578e-33	0	BdiBd21-3.4G0408700
BdiBd21-3.2G0018800	2.90789667368746e-38	0.490611570871362	0.76	0.352	1.13605707247622e-33	0	BdiBd21-3.2G0018800
BdiBd21-3.4G0217600	2.91255697675416e-38	0.878255154234469	0.178	0.037	1.13787775967831e-33	0	BdiBd21-3.4G0217600
BdiBd21-3.1G0635700	2.93067923704909e-38	0.375251565159446	0.479	0.179	1.14495776433034e-33	0	BdiBd21-3.1G0635700
BdiBd21-3.2G0078600	3.05995384374894e-38	0.451026762908935	0.263	0.072	1.19546276767583e-33	0	BdiBd21-3.2G0078600
BdiBd21-3.5G0149800	3.31699078712845e-38	0.574067172251131	0.976	0.812	1.29588196071534e-33	0	BdiBd21-3.5G0149800
BdiBd21-3.1G0580500	3.3984798485064e-38	0.452657662085984	0.655	0.279	1.32771810721448e-33	0	BdiBd21-3.1G0580500
BdiBd21-3.2G0117800	3.55232185621987e-38	0.50606619690342	0.188	0.041	1.38782110278798e-33	0	BdiBd21-3.2G0117800
BdiBd21-3.1G0906900	3.916595977384e-38	0.793376098883073	0.168	0.033	1.53013571644438e-33	0	BdiBd21-3.1G0906900
BdiBd21-3.4G0611200	4.06720125198292e-38	3.65956585025529	0.061	0.003	1.58897418512469e-33	0	BdiBd21-3.4G0611200
BdiBd21-3.2G0473600	4.11573751060464e-38	0.856479817416005	0.17	0.034	1.60793633064302e-33	0	BdiBd21-3.2G0473600
BdiBd21-3.4G0274700	4.23955983691193e-38	0.201984659093914	0.255	0.07	1.65631123708475e-33	0	BdiBd21-3.4G0274700
BdiBd21-3.3G0779000	4.36788323659982e-38	1.85729997436596	0.091	0.009	1.70644462287482e-33	0	BdiBd21-3.3G0779000
BdiBd21-3.5G0185200	4.38422488416529e-38	1.82203448592434	0.083	0.007	1.7128289777457e-33	0	BdiBd21-3.5G0185200
BdiBd21-3.3G0447200	4.78545304332734e-38	1.09430369762518	0.131	0.021	1.86958079496712e-33	0	BdiBd21-3.3G0447200
BdiBd21-3.5G0205000	5.11429832294731e-38	0.666765275613129	0.838	0.494	1.99805406880905e-33	0	BdiBd21-3.5G0205000
BdiBd21-3.3G0529800	5.17724178722428e-38	0.377876545618592	0.259	0.07	2.02264482143278e-33	0	BdiBd21-3.3G0529800
BdiBd21-3.2G0150300	5.36444270262494e-38	0.640119611326671	0.216	0.052	2.09578047506151e-33	0	BdiBd21-3.2G0150300
BdiBd21-3.3G0585000	5.41256587972541e-38	0.420570400354998	0.313	0.095	2.11458123789112e-33	0	BdiBd21-3.3G0585000
BdiBd21-3.2G0633800	5.4229963774551e-38	0.498054055965681	0.42	0.149	2.11865622474416e-33	0	BdiBd21-3.2G0633800
BdiBd21-3.2G0268900	5.46161360814512e-38	0.425323021959458	0.739	0.332	2.13374320443014e-33	0	BdiBd21-3.2G0268900
BdiBd21-3.2G0310400	5.98430422338754e-38	1.82217085358707	0.121	0.018	2.33794797399305e-33	0	BdiBd21-3.2G0310400
BdiBd21-3.3G0282300	6.21923585133217e-38	0.507126050894957	0.164	0.032	2.42973106239845e-33	0	BdiBd21-3.3G0282300
BdiBd21-3.2G0789500	6.33438499372182e-38	0.901972710081236	0.232	0.059	2.47471752934724e-33	0	BdiBd21-3.2G0789500
BdiBd21-3.1G0475600	6.3837438508412e-38	0.413181901698412	0.406	0.141	2.49400104764664e-33	0	BdiBd21-3.1G0475600
BdiBd21-3.1G0877100	6.53190397740748e-38	1.01211682460345	0.19	0.042	2.55188424589355e-33	0	BdiBd21-3.1G0877100
BdiBd21-3.2G0090500	6.8569437134673e-38	0.430368823458209	0.299	0.089	2.6788707699774e-33	0	BdiBd21-3.2G0090500
BdiBd21-3.2G0263800	7.05738690778423e-38	0.576372479852245	0.202	0.046	2.75717991713314e-33	0	BdiBd21-3.2G0263800
BdiBd21-3.2G0313600	7.06256834434713e-38	0.593907627936761	0.196	0.044	2.75920420076954e-33	0	BdiBd21-3.2G0313600
BdiBd21-3.5G0139800	7.23122190840988e-38	0.522102572367318	0.313	0.096	2.82509377517757e-33	0	BdiBd21-3.5G0139800
BdiBd21-3.4G0019500	7.2909908045711e-38	1.67253283674489	0.109	0.014	2.84844428752984e-33	0	BdiBd21-3.4G0019500
BdiBd21-3.3G0765900	7.29221134004689e-38	0.638913901338522	0.832	0.449	2.84892112632952e-33	0	BdiBd21-3.3G0765900
BdiBd21-3.2G0257100	8.07706293450294e-38	0.69335413172591	0.172	0.035	3.15554694725161e-33	0	BdiBd21-3.2G0257100
BdiBd21-3.2G0314100	8.83430357030165e-38	0.527268138230415	0.248	0.066	3.45138571884545e-33	0	BdiBd21-3.2G0314100
BdiBd21-3.1G0074000	9.29377858583978e-38	0.647971610099201	0.152	0.027	3.63089341791588e-33	0	BdiBd21-3.1G0074000
BdiBd21-3.4G0077100	9.29391822099705e-38	0.53227471007469	0.653	0.281	3.63094797057913e-33	0	BdiBd21-3.4G0077100
BdiBd21-3.1G0739000	9.3835989743613e-38	0.301438905292662	0.519	0.199	3.66598444730347e-33	0	BdiBd21-3.1G0739000
BdiBd21-3.1G0247300	9.91119539170014e-38	0.333850111081859	0.228	0.057	3.87210581562941e-33	0	BdiBd21-3.1G0247300
BdiBd21-3.1G0611550	1.03718133478219e-37	0.935407131665277	0.295	0.09	4.05206003872705e-33	0	BdiBd21-3.1G0611550
BdiBd21-3.3G0678900	1.07059900751503e-37	0.695799679610475	0.265	0.074	4.18261620255973e-33	0	BdiBd21-3.3G0678900
BdiBd21-3.2G0215800	1.07105065967444e-37	0.351072002127915	0.325	0.101	4.18438071721612e-33	0	BdiBd21-3.2G0215800
BdiBd21-3.1G0714700	1.18680120642978e-37	0.493793966173129	0.725	0.33	4.63659495327988e-33	0	BdiBd21-3.1G0714700
BdiBd21-3.3G0513400	1.24840477190906e-37	3.20155869745679	0.051	0.001	4.87726776289433e-33	0	BdiBd21-3.3G0513400
BdiBd21-3.4G0458900	1.28465190733184e-37	0.353525145167505	0.273	0.077	5.01887807156403e-33	0	BdiBd21-3.4G0458900
BdiBd21-3.1G0312100	1.34084878363554e-37	2.23435439848355	0.071	0.005	5.23842802790734e-33	0	BdiBd21-3.1G0312100
BdiBd21-3.3G0162900	1.51365975601057e-37	0.406838232820836	0.285	0.082	5.91356593478211e-33	0	BdiBd21-3.3G0162900
BdiBd21-3.3G0468900	1.54615479843873e-37	0.751162012605344	0.354	0.133	6.04051756654043e-33	0	BdiBd21-3.3G0468900
BdiBd21-3.1G0203200	1.55589428040203e-37	0.553242452377949	0.61	0.261	6.07856777467466e-33	0	BdiBd21-3.1G0203200
BdiBd21-3.4G0235200	1.58409786104351e-37	0.637958389326558	0.295	0.089	6.18875352352478e-33	0	BdiBd21-3.4G0235200
BdiBd21-3.2G0361300	1.61808126687229e-37	0.24583099979235	0.408	0.142	6.32151989341666e-33	0	BdiBd21-3.2G0361300
BdiBd21-3.1G1001300	1.65943761993961e-37	1.38474843520553	0.123	0.018	6.48309089358008e-33	0	BdiBd21-3.1G1001300
BdiBd21-3.1G0481300	1.66139430961545e-37	0.658566562940684	0.21	0.05	6.49073528880563e-33	0	BdiBd21-3.1G0481300
BdiBd21-3.2G0449200	1.68521222113537e-37	0.288124689400024	0.558	0.221	6.58378710553165e-33	0	BdiBd21-3.2G0449200
BdiBd21-3.1G0140100	1.68870597137099e-37	0.304247333682047	0.501	0.19	6.59743648895218e-33	0	BdiBd21-3.1G0140100
BdiBd21-3.1G0568200	1.71195328733227e-37	0.361945181278198	0.388	0.133	6.6882591029497e-33	0	BdiBd21-3.1G0568200
BdiBd21-3.2G0002000	1.76465547719407e-37	0.45418947080973	0.244	0.065	6.89415601830179e-33	0	BdiBd21-3.2G0002000
BdiBd21-3.1G0635400	1.80380419127348e-37	0.607702944699982	0.244	0.065	7.04710221446724e-33	0	BdiBd21-3.1G0635400
BdiBd21-3.3G0162100	1.80544285226362e-37	0.247216149870989	0.358	0.116	7.05350413522352e-33	0	BdiBd21-3.3G0162100
BdiBd21-3.1G0690600	1.84416215125815e-37	0.987500029161815	0.224	0.057	7.20477269253535e-33	0	BdiBd21-3.1G0690600
BdiBd21-3.3G0629600	1.99704536809111e-37	0.129386164903061	0.422	0.147	7.80205684405835e-33	0	BdiBd21-3.3G0629600
BdiBd21-3.3G0328400	2.04809419073181e-37	1.23738455298043	0.139	0.024	8.00149438435102e-33	0	BdiBd21-3.3G0328400
BdiBd21-3.2G0254300	2.12738054321478e-37	0.142149283277437	0.347	0.111	8.3112503062315e-33	0	BdiBd21-3.2G0254300
BdiBd21-3.4G0624500	2.1482457053611e-37	0.17074916904366	0.432	0.153	8.39276632170474e-33	0	BdiBd21-3.4G0624500
BdiBd21-3.4G0168500	2.16612193509985e-37	0.346234892175187	0.501	0.19	8.46260517604808e-33	0	BdiBd21-3.4G0168500
BdiBd21-3.3G0458700	2.1762171030572e-37	0.315736191357392	0.527	0.205	8.50204497822386e-33	0	BdiBd21-3.3G0458700
BdiBd21-3.3G0748000	2.19294680911081e-37	0.166687659262961	0.352	0.113	8.5674045938341e-33	0	BdiBd21-3.3G0748000
BdiBd21-3.3G0043900	2.21898119909635e-37	0.948414394485773	0.198	0.045	8.66911574862962e-33	0	BdiBd21-3.3G0043900
BdiBd21-3.3G0330100	2.30626195727548e-37	0.366210601650947	0.273	0.078	9.01010421468383e-33	0	BdiBd21-3.3G0330100
BdiBd21-3.2G0145800	2.42770639675566e-37	0.488659806323145	0.626	0.267	9.48456335084503e-33	0	BdiBd21-3.2G0145800
BdiBd21-3.3G0602100	2.47744279035533e-37	1.0782910705356	0.164	0.032	9.67887349336021e-33	0	BdiBd21-3.3G0602100
BdiBd21-3.1G0285500	2.51515265503134e-37	0.368901307954074	0.58	0.236	9.82619839267644e-33	0	BdiBd21-3.1G0285500
BdiBd21-3.4G0447600	2.56885665256181e-37	0.39724028199851	0.269	0.076	1.00360091702285e-32	0	BdiBd21-3.4G0447600
BdiBd21-3.4G0411350	2.5751362368476e-37	0.366253883777139	0.364	0.12	1.00605422501162e-32	0	BdiBd21-3.4G0411350
BdiBd21-3.1G0054500	2.5961927144772e-37	0.278478522206212	0.568	0.229	1.01428056969195e-32	0	BdiBd21-3.1G0054500
BdiBd21-3.2G0596500	2.69187849589067e-37	0.382362695299803	0.489	0.184	1.05166309077457e-32	0	BdiBd21-3.2G0596500
BdiBd21-3.4G0291700	2.69848872298482e-37	0.209319139741793	0.442	0.159	1.05424557429571e-32	0	BdiBd21-3.4G0291700
BdiBd21-3.3G0330200	2.72637562120727e-37	0.642979484549389	0.881	0.516	1.06514042769325e-32	0	BdiBd21-3.3G0330200
BdiBd21-3.1G0434400	2.85727993606916e-37	0.470608208843293	0.232	0.059	1.1162821254235e-32	0	BdiBd21-3.1G0434400
BdiBd21-3.2G0490200	2.88447250068837e-37	0.16558471694987	0.545	0.214	1.12690571656893e-32	0	BdiBd21-3.2G0490200
BdiBd21-3.1G0308400	2.89439195496962e-37	0.250185456328281	0.501	0.189	1.13078104896753e-32	0	BdiBd21-3.1G0308400
BdiBd21-3.4G0484400	3.04855744421254e-37	1.58130344354358	0.107	0.014	1.19101042230496e-32	0	BdiBd21-3.4G0484400
BdiBd21-3.1G0725500	3.16779291733352e-37	0.628506743407198	0.21	0.05	1.23759333694386e-32	0	BdiBd21-3.1G0725500
BdiBd21-3.3G0312000	3.2269833759485e-37	0.487978189890586	0.261	0.072	1.26071786531556e-32	0	BdiBd21-3.3G0312000
BdiBd21-3.2G0800400	3.50165136305389e-37	1.4924619962687	0.141	0.025	1.36802515451789e-32	0	BdiBd21-3.2G0800400
BdiBd21-3.2G0368500	3.61631607266163e-37	0.406223554732274	0.285	0.083	1.41282236326745e-32	0	BdiBd21-3.2G0368500
BdiBd21-3.3G0037400	3.65944276249754e-37	0.366967951098387	0.317	0.099	1.42967109845254e-32	0	BdiBd21-3.3G0037400
BdiBd21-3.1G0451800	3.93416754263175e-37	0.542814898506489	0.228	0.058	1.53700057555537e-32	0	BdiBd21-3.1G0451800
BdiBd21-3.4G0271400	4.09118515577468e-37	0.558698137826696	0.802	0.398	1.59834421665805e-32	0	BdiBd21-3.4G0271400
BdiBd21-3.2G0129800	4.45452233825781e-37	0.382684330407743	0.295	0.088	1.74029278711056e-32	0	BdiBd21-3.2G0129800
BdiBd21-3.1G0352400	4.49881939218308e-37	1.19338133477595	0.182	0.039	1.75759876013809e-32	0	BdiBd21-3.1G0352400
BdiBd21-3.1G0717800	4.59841145375029e-37	0.499949920419596	0.341	0.111	1.79650738675116e-32	0	BdiBd21-3.1G0717800
BdiBd21-3.3G0091800	4.77692591233934e-37	0.273477119927122	0.347	0.113	1.86624941543273e-32	0	BdiBd21-3.3G0091800
BdiBd21-3.1G1034000	5.00394542358783e-37	0.707924954485063	0.374	0.13	1.95494139808729e-32	0	BdiBd21-3.1G1034000
BdiBd21-3.2G0690600	5.33593121796053e-37	0.584182882529958	0.244	0.065	2.08464160823282e-32	0	BdiBd21-3.2G0690600
BdiBd21-3.3G0121600	5.71640612436871e-37	0.270758692145101	0.499	0.188	2.23328554466837e-32	0	BdiBd21-3.3G0121600
BdiBd21-3.3G0701300	5.95643511075071e-37	0.611970895976136	0.887	0.518	2.32706006906809e-32	0	BdiBd21-3.3G0701300
